Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,82
1,999916.85,21.78,47.045,11.7,1.605,0.02,0.0,82
2,999898.82,22.5,52.05,23.505,2.09,0.035,0.0,82
3,999879.42,23.59,56.555,36.8,2.535,0.1,0.0,82
4,999858.085,26.875,59.785,51.12,2.94,0.195,0.0,82
5,999835.185,29.43,64.605,66.11,3.43,0.24,0.0,82
6,999810.535,32.89,68.675,82.64,3.925,0.325,0.01,82
7,999784.33,31.655,78.085,100.11,4.415,0.395,0.01,82
8,999754.65,35.715,83.49,119.54,5.1,0.485,0.02,82
9,999722.305,39.565,89.77,141.06,5.695,0.57,0.035,82
10,999687.66,36.39,104.055,163.705,6.485,0.625,0.08,82
11,999647.035,44.01,109.8,190.325,7.01,0.695,0.125,82
12,999604.915,47.985,118.94,218.66,7.485,0.85,0.165,82
13,999559.56,51.205,129.485,249.46,8.16,0.92,0.21,82
14,999510.235,51.325,144.49,282.965,8.815,0.935,0.235,82
15,999455.74,56.62,155.78,319.925,9.55,1.095,0.29,82
16,999396.8,65.675,163.86,360.545,10.595,1.175,0.35,82
17,999334.345,68.545,180.895,402.155,11.385,1.265,0.41,82
18,999265.345,75.365,194.91,448.945,12.605,1.335,0.495,82
19,999191.645,76.86,215.68,499.04,13.76,1.43,0.585,82
20,999109.365,89.59,228.065,554.71,14.98,1.63,0.66,82
21,999023.07,96.745,247.22,613.015,16.43,1.77,0.75,82
22,998929.27,109.98,262.255,676.645,18.075,1.915,0.86,82
23,998829.53,117.915,284.24,745.05,19.235,2.09,0.94,82
24,998722.385,130.295,304.05,817.915,21.145,2.18,1.03,82
25,998607.88,132.845,335.465,896.68,22.57,2.43,1.13,82
26,998480.725,147.555,359.955,982.645,24.21,2.675,1.235,82
27,998343.91,162.575,386.715,1075.525,26.135,2.78,1.36,82
28,998198.58,177.065,415.795,1174.59,28.42,3.03,1.52,82
29,998041.24,191.695,448.78,1281.54,30.82,3.26,1.665,82
30,997870.36,204.06,488.595,1397.54,32.985,3.65,1.81,82
31,997683.62,218.11,533.41,1522.29,35.75,3.815,2.005,82
32,997480.88,248.765,564.14,1660.2,38.675,4.145,2.195,82
33,997267.34,254.04,623.095,1806.015,41.535,4.605,2.37,82
34,997029.925,288.615,661.64,1965.695,45.485,5.01,2.63,82
35,996778.445,313.435,713.5,2136.7,48.64,5.395,2.885,82
36,996507.715,326.595,782.575,2320.425,52.72,5.815,3.155,82
37,996212.79,357.16,841.455,2521.305,56.575,6.28,3.435,82
38,995892.685,383.14,914.285,2738.215,60.175,6.715,3.785,82
39,995543.705,420.435,985.265,2972.6,65.83,7.02,4.145,82
40,995169.35,456.41,1063.685,3226.315,70.89,7.91,4.44,82
41,994764.69,489.755,1155.135,3499.37,76.755,8.47,4.825,82
42,994328.145,516.795,1259.14,3797.825,82.81,9.13,5.155,82
43,993852.88,578.66,1339.65,4122.34,89.95,9.915,5.605,82
44,993343.05,613.33,1464.81,4464.15,96.895,10.685,6.08,82
45,992791.31,661.61,1578.975,4843.99,105.12,11.41,6.585,82
46,992194.085,715.82,1706.215,5249.86,113.665,12.13,7.225,82
47,991553.04,764.23,1850.025,5687.63,122.635,13.54,7.9,82
48,990854.905,837.97,1988.5,6161.91,132.395,14.815,8.505,82
49,990106.545,894.815,2156.1,6672.735,143.325,16.225,9.255,82
50,989296.325,964.86,2328.295,7227.08,154.695,17.65,10.095,82
51,988415.77,1036.62,2522.505,7826.81,167.325,18.98,10.99,82
52,987464.88,1123.28,2719.695,8477.67,181.43,20.105,11.94,82
53,986443.145,1217.52,2930.28,9177.695,196.145,21.2,13.015,82
54,985340.59,1337.24,3139.45,9932.865,212.0,22.945,13.91,82
55,984162.22,1411.24,3418.935,10738.31,228.375,24.83,15.09,82
56,982880.885,1533.8,3672.865,11621.425,246.935,26.845,16.245,82
57,981509.425,1634.1,3976.275,12565.515,266.56,29.57,17.555,82
58,980024.99,1771.92,4274.175,13588.71,288.41,31.745,19.05,82
59,978434.205,1894.74,4616.085,14688.54,310.835,34.0,20.595,82
60,976717.59,2053.31,4956.445,15877.34,335.19,36.9,22.225,82
61,974874.125,2206.835,5344.165,17149.505,360.235,40.12,24.015,82
62,972891.135,2353.43,5766.955,18529.94,388.58,42.995,25.965,82
63,970750.045,2540.09,6198.04,20017.055,419.2,46.455,28.115,82
64,968458.305,2754.045,6643.625,21610.645,451.265,50.645,30.47,82
65,966012.59,2923.65,7166.135,23322.555,486.62,54.37,33.08,82
66,963373.475,3151.265,7685.45,25170.24,524.275,58.535,35.76,82
67,960553.715,3362.91,8264.88,27151.82,564.255,62.725,38.695,82
68,957536.35,3599.015,8861.775,29286.5,605.5,67.98,41.88,82
69,954302.565,3874.65,9487.45,31563.195,653.125,72.84,45.175,82
70,950864.13,4131.89,10167.445,34006.995,700.725,78.96,48.855,82
71,947190.705,4442.615,10855.55,36619.25,754.1,83.975,52.805,82
72,943274.135,4745.095,11602.085,39419.175,810.9,90.46,57.15,82
73,942442.45,1716.06,12398.62,42414.405,868.35,97.76,61.355,82
74,941551.575,1211.41,10522.61,45614.17,928.575,104.465,66.195,82
75,940795.22,981.11,8728.84,48354.31,956.955,111.51,71.055,82
76,940171.055,806.005,7223.895,50647.75,954.805,118.77,76.72,82
77,939652.505,668.52,5975.225,52562.65,932.965,124.67,82.465,82
78,939225.645,551.05,4944.945,54163.405,896.545,128.81,88.6,82
79,938870.78,456.32,4085.77,55510.745,850.55,129.45,95.385,82
80,938578.705,376.755,3380.735,56633.72,797.7,129.765,101.62,82
81,938336.325,312.555,2792.85,57578.415,743.33,127.585,107.94,82
82,938136.115,258.755,2309.605,58369.645,685.61,124.805,114.465,82
83,937972.34,211.63,1912.065,59031.335,630.255,120.585,120.79,82
84,937835.51,176.44,1579.325,59589.505,576.25,115.255,126.715,82
85,937722.815,145.965,1304.645,60059.915,523.385,109.995,132.28,82
86,937630.06,119.76,1080.535,60453.155,473.705,103.96,137.825,82
