Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,95
1,999916.78,21.95,46.34,12.355,1.545,0.03,0.0,95
2,999898.795,22.655,51.695,23.775,2.015,0.065,0.0,95
3,999878.715,24.41,56.665,36.58,2.51,0.11,0.01,95
4,999857.34,27.43,59.845,51.27,2.945,0.15,0.02,95
5,999834.03,30.08,64.735,66.59,3.32,0.22,0.025,95
6,999809.22,33.29,69.22,83.23,3.675,0.325,0.04,95
7,999782.445,32.375,79.155,100.525,4.095,0.35,0.055,95
8,999751.74,36.835,84.435,121.075,4.445,0.41,0.06,95
9,999719.5,39.8,91.05,142.88,5.185,0.51,0.075,95
10,999685.3,36.465,104.295,166.545,5.82,0.465,0.11,95
11,999645.23,43.845,109.545,193.0,6.76,0.485,0.135,95
12,999603.025,47.595,119.045,221.345,7.245,0.585,0.16,95
13,999557.6,51.58,128.76,252.15,8.06,0.67,0.18,95
14,999508.22,51.25,144.83,284.855,8.925,0.715,0.205,95
15,999452.08,58.065,156.005,322.1,9.655,0.86,0.235,95
16,999392.55,66.775,165.65,362.095,10.675,1.0,0.255,95
17,999330.315,68.525,182.45,404.805,11.465,1.155,0.285,95
18,999260.24,76.535,196.205,451.985,12.495,1.18,0.36,95
19,999185.91,78.53,216.655,502.66,13.56,1.265,0.42,95
20,999103.33,90.28,230.385,558.215,14.84,1.45,0.5,95
21,999015.99,98.09,249.545,617.175,16.09,1.535,0.575,95
22,998921.435,111.28,265.45,681.255,17.305,1.63,0.645,95
23,998819.79,120.365,287.64,749.74,18.935,1.785,0.745,95
24,998711.55,132.645,307.415,824.145,20.44,1.97,0.835,95
25,998594.925,136.66,338.63,903.32,22.255,2.26,0.95,95
26,998465.63,151.345,363.45,990.98,24.11,2.415,1.07,95
27,998328.945,164.36,390.39,1085.295,26.245,2.565,1.2,95
28,998179.315,181.98,419.385,1185.94,28.215,2.8,1.365,95
29,998019.6,196.71,453.57,1293.895,30.57,3.18,1.475,95
30,997848.385,206.24,495.7,1410.95,32.475,3.63,1.62,95
31,997658.295,222.32,539.66,1537.49,35.6,3.88,1.755,95
32,997453.855,252.42,571.98,1675.97,38.825,4.0,1.95,95
33,997236.975,258.875,631.285,1823.51,41.8,4.385,2.17,95
34,996997.58,292.365,670.205,1986.365,45.315,4.83,2.34,95
35,996741.86,318.65,723.515,2158.545,48.69,5.115,2.625,95
36,996470.7,329.395,794.065,2343.745,52.645,5.52,2.93,95
37,996168.11,365.39,850.875,2548.43,57.01,5.96,3.225,95
