Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,57
1,999916.02,22.7,46.18,12.6,1.47,0.03,0.0,57
2,999898.17,22.46,51.82,24.42,2.08,0.05,0.0,57
3,999879.06,23.27,57.15,36.74,2.66,0.12,0.0,57
4,999857.04,27.46,60.1,51.13,3.06,0.21,0.0,57
5,999833.54,30.15,64.92,66.65,3.46,0.28,0.0,57
6,999808.73,33.54,69.01,83.32,4.09,0.31,0.0,57
7,999781.81,32.85,79.0,100.5,4.37,0.42,0.05,57
8,999752.32,35.66,84.81,120.77,4.89,0.48,0.07,57
9,999719.48,39.93,91.23,142.44,5.28,0.56,0.08,57
10,999683.74,37.64,104.96,165.88,6.16,0.53,0.09,57
11,999641.95,46.17,109.71,193.5,6.96,0.6,0.11,57
12,999599.99,48.19,120.97,220.72,8.25,0.73,0.15,57
13,999553.99,52.08,132.04,251.26,8.76,0.67,0.2,57
14,999504.92,51.38,147.41,284.96,9.3,0.78,0.25,57
15,999448.67,58.43,157.66,323.24,9.83,0.88,0.29,57
16,999388.41,67.73,168.25,362.59,10.63,1.05,0.34,57
17,999325.07,70.7,183.71,406.12,11.76,1.26,0.38,57
18,999255.14,77.25,198.95,453.37,12.54,1.36,0.39,57
19,999180.05,79.27,219.24,504.75,13.75,1.51,0.43,57
20,999096.07,92.44,232.43,561.14,14.84,1.59,0.49,57
21,999006.53,101.5,250.14,622.5,15.97,1.79,0.57,57
22,998911.6,111.92,267.98,687.4,17.49,1.95,0.66,57
23,998809.58,120.73,291.25,755.53,18.98,2.17,0.76,57
24,998699.97,134.16,312.03,829.53,19.91,2.47,0.93,57
25,998580.88,138.82,345.9,907.99,21.83,2.53,1.05,57
26,998448.69,154.44,371.79,996.7,23.52,2.63,1.23,57
27,998306.44,170.64,399.5,1091.76,26.65,2.65,1.36,57
28,998154.59,185.89,430.29,1195.07,28.73,2.98,1.45,57
29,997989.76,202.22,465.47,1305.48,31.25,3.2,1.62,57
30,997812.47,213.76,507.81,1425.77,34.05,3.34,1.8,57
31,997619.74,227.31,552.9,1557.06,36.45,3.6,1.94,57
32,997407.86,260.23,585.13,1700.74,38.85,4.09,2.1,57
33,997184.58,266.96,647.39,1851.98,41.13,4.64,2.32,57
34,996939.7,300.01,690.16,2016.92,44.49,5.1,2.62,57
35,996677.95,327.81,742.36,2194.21,48.25,5.48,2.94,57
36,996397.56,341.42,812.82,2386.16,51.67,6.14,3.23,57
37,996088.38,374.55,872.74,2596.96,56.17,6.72,3.48,57
38,995759.14,396.51,948.12,2823.16,61.28,6.96,3.83,57
