Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,88
1,999916.65,21.975,46.525,12.275,1.56,0.015,0.0,88
2,999898.85,22.4,51.23,24.495,1.96,0.065,0.0,88
3,999879.35,23.7,55.395,38.01,2.455,0.09,0.0,88
4,999858.31,26.54,58.775,52.305,2.945,0.125,0.0,88
5,999835.75,28.945,63.63,66.98,3.48,0.215,0.0,88
6,999812.035,31.845,67.825,83.12,3.925,0.245,0.005,88
7,999786.51,30.71,76.45,100.605,4.405,0.29,0.03,88
8,999757.345,34.475,81.545,120.28,4.97,0.335,0.05,88
9,999726.16,38.085,88.015,140.84,5.425,0.41,0.065,88
10,999691.895,34.86,102.425,163.305,5.975,0.44,0.1,88
11,999652.32,41.915,107.635,189.84,6.62,0.555,0.115,88
12,999611.68,45.155,116.59,217.345,7.42,0.675,0.135,88
13,999567.005,49.035,126.185,247.715,8.16,0.735,0.165,88
14,999520.365,47.45,140.735,280.51,8.875,0.875,0.19,88
15,999467.395,52.725,151.325,316.83,9.505,0.975,0.245,88
16,999409.44,62.625,159.53,355.46,10.57,1.07,0.305,88
17,999348.495,65.355,176.19,395.875,11.515,1.225,0.345,88
18,999281.485,71.395,190.625,441.11,12.635,1.355,0.395,88
19,999208.775,73.13,210.805,490.595,13.815,1.42,0.46,88
20,999128.345,85.035,223.465,544.975,15.08,1.55,0.55,88
21,999043.775,92.65,242.34,602.02,15.92,1.67,0.625,88
22,998952.615,105.135,257.25,664.245,17.24,1.81,0.705,88
23,998855.415,113.175,278.63,730.51,18.48,1.98,0.81,88
24,998749.525,127.725,296.595,801.96,20.105,2.17,0.92,88
25,998637.06,130.225,328.085,878.605,21.69,2.28,1.055,88
26,998511.94,144.725,351.94,963.265,23.405,2.535,1.19,88
27,998377.48,159.36,378.53,1054.22,25.335,2.725,1.35,88
28,998233.21,173.94,408.335,1151.6,27.425,2.975,1.515,88
29,998078.36,188.165,442.075,1256.395,29.145,3.205,1.655,88
30,997909.63,200.07,482.16,1370.145,31.915,3.265,1.815,88
31,997725.245,214.255,526.23,1493.12,34.57,3.615,1.965,88
32,997524.835,244.825,557.095,1628.61,37.61,3.85,2.175,88
33,997312.69,251.435,615.475,1772.01,40.915,4.12,2.355,88
34,997078.675,283.67,654.86,1929.995,44.59,4.665,2.545,88
35,996830.18,308.135,705.395,2099.425,48.08,5.025,2.76,88
36,996564.5,319.755,774.685,2279.375,52.085,5.59,3.01,88
37,996271.375,352.0,832.305,2478.105,55.875,6.12,3.22,88
