Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,84
1,999917.24,21.25,46.73,12.25,1.48,0.05,0.0,84
2,999898.73,22.74,51.29,24.23,1.92,0.09,0.0,84
3,999879.7,23.34,56.38,37.1,2.37,0.11,0.0,84
4,999857.4,27.36,60.05,51.15,2.84,0.2,0.0,84
5,999834.34,30.02,64.25,66.63,3.52,0.2,0.04,84
6,999810.35,32.64,68.45,83.38,3.86,0.28,0.04,84
7,999784.0,31.64,77.54,101.23,4.22,0.32,0.05,84
8,999754.96,34.84,82.86,121.05,4.82,0.42,0.05,84
9,999723.28,38.92,89.03,141.83,5.36,0.52,0.06,84
10,999689.55,35.44,102.35,165.2,5.78,0.6,0.08,84
11,999650.61,42.22,107.41,191.46,6.51,0.67,0.12,84
12,999610.63,45.09,116.37,218.77,7.28,0.71,0.15,84
13,999565.95,49.34,126.39,248.48,7.85,0.81,0.18,84
14,999517.43,48.92,142.25,280.41,8.84,0.96,0.19,84
15,999464.07,53.93,153.51,316.55,9.71,1.01,0.22,84
16,999405.31,63.62,161.97,355.99,10.6,1.21,0.3,84
17,999343.4,66.51,178.21,397.77,11.43,1.3,0.38,84
18,999276.13,72.59,191.32,444.76,12.33,1.4,0.47,84
19,999202.77,74.81,212.24,494.01,13.17,1.44,0.56,84
20,999122.38,86.51,223.69,549.45,14.77,1.57,0.63,84
21,999036.41,95.15,241.49,607.78,15.79,1.67,0.71,84
22,998943.01,109.02,256.04,670.84,17.43,1.88,0.78,84
23,998847.15,113.58,279.91,736.84,18.64,2.03,0.85,84
24,998741.53,127.32,296.34,811.07,19.62,2.18,0.94,84
25,998630.66,127.79,327.63,888.48,21.02,2.38,1.04,84
26,998507.72,141.72,351.0,971.78,23.09,2.56,1.13,84
27,998374.2,157.11,376.63,1062.17,24.9,2.71,1.28,84
28,998229.24,174.62,405.39,1158.66,26.59,3.07,1.43,84
29,998078.03,184.87,438.76,1264.22,28.55,3.02,1.55,84
30,997911.51,196.43,476.82,1378.27,30.98,3.35,1.64,84
31,997729.61,209.47,519.81,1500.84,33.85,3.61,1.81,84
32,997531.22,240.43,549.1,1635.65,36.6,4.02,1.98,84
33,997321.74,246.31,607.82,1776.73,39.93,4.29,2.18,84
34,997090.67,278.08,645.21,1934.23,43.74,4.76,2.31,84
35,996847.52,301.46,694.76,2101.0,46.66,5.03,2.57,84
36,996585.31,312.18,763.02,2279.13,50.84,5.64,2.88,84
37,996295.67,345.51,818.52,2475.6,54.8,5.66,3.24,84
38,995988.12,365.36,889.96,2686.91,59.18,6.0,3.47,84
39,995650.41,401.15,956.35,2916.98,63.71,6.61,3.79,84
40,995288.96,435.65,1030.89,3163.44,68.76,7.19,4.11,84
41,994901.82,462.76,1118.59,3429.48,74.08,7.79,4.48,84
42,994477.43,493.67,1216.76,3717.61,80.44,8.28,4.81,84
43,994016.68,554.33,1298.39,4027.85,87.63,8.92,5.2,84
44,993526.06,582.77,1416.22,4363.78,95.07,9.44,5.66,84
45,992993.74,628.2,1529.67,4728.26,102.61,10.27,6.25,84
46,992414.91,683.48,1651.97,5120.75,109.83,11.35,6.71,84
47,991790.79,732.16,1791.57,5546.25,118.35,12.63,7.25,84
48,991112.9,804.54,1925.11,6006.35,128.3,13.71,8.09,84
49,990388.04,858.87,2083.15,6506.33,139.06,14.76,8.79,84
50,989603.22,925.06,2255.38,7038.87,150.68,16.25,9.54,84
51,988755.46,985.27,2446.65,7620.27,163.42,17.47,10.46,84
52,987834.48,1070.25,2640.29,8245.58,177.88,19.15,11.37,84
53,986840.61,1166.83,2840.46,8926.78,191.2,20.82,12.3,84
54,985775.96,1278.6,3044.42,9658.6,205.45,22.58,13.39,84
55,984631.54,1355.77,3309.86,10441.68,220.99,24.55,14.61,84
56,983387.68,1473.89,3560.03,11297.4,237.55,26.51,15.94,84
57,982053.88,1572.92,3855.54,12213.49,257.8,27.99,17.38,84
58,980613.21,1701.98,4157.42,13199.33,277.69,30.52,18.85,84
59,979060.67,1827.25,4493.89,14264.18,299.65,33.02,20.34,84
60,977378.67,1991.45,4828.09,15419.06,323.45,36.37,21.91,84
61,975582.26,2137.14,5207.96,16659.09,349.78,39.18,23.59,84
62,973651.99,2275.85,5620.64,18004.99,378.21,41.74,25.58,84
63,971569.19,2452.75,6043.89,19451.02,409.62,44.72,27.81,84
64,969331.0,2667.15,6478.49,21003.51,440.92,47.73,30.2,84
65,966936.6,2837.9,6992.05,22674.87,473.3,51.85,32.43,84
66,964364.09,3053.24,7508.12,24472.49,510.25,55.9,34.91,84
67,961619.26,3252.32,8075.5,26404.12,549.01,61.07,37.72,84
68,958651.37,3512.03,8653.09,28481.79,594.23,65.89,40.6,84
69,955503.8,3757.24,9273.68,30713.45,636.86,70.17,43.8,84
70,952136.12,4008.89,9939.62,33106.68,683.77,76.46,47.46,84
71,948539.06,4345.22,10573.44,35674.71,732.77,82.52,51.28,84
72,944732.75,4618.55,11313.03,38402.94,787.29,89.27,55.17,84
73,944547.69,1041.94,12086.28,41321.42,847.16,95.04,59.47,84
74,944348.36,392.52,9741.96,44442.61,907.49,101.7,64.36,84
75,944191.54,229.51,7492.41,46979.69,926.12,110.43,69.3,84
76,944068.07,166.15,5709.36,48952.94,911.05,117.1,74.33,84
77,943972.4,126.99,4337.09,50488.79,871.48,122.27,79.98,84
78,943902.25,93.84,3298.48,51676.29,817.41,124.75,85.98,84
79,943848.77,70.57,2507.27,52597.07,757.55,125.63,92.14,84
80,943807.64,53.57,1906.17,53314.37,694.58,124.23,98.44,84
81,943777.21,40.28,1446.71,53879.43,630.28,120.28,104.81,84
82,943753.88,30.86,1096.98,54321.74,569.72,115.41,110.41,84
83,943736.11,23.82,831.3,54671.03,511.63,108.86,116.25,84
84,943722.5,17.98,631.85,54945.45,457.03,102.57,121.62,84
