Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,23
1,999916.97,21.78,46.75,11.67,1.81,0.02,0.0,23
2,999899.28,21.98,52.2,23.27,2.22,0.05,0.0,23
3,999879.19,24.13,56.51,36.52,2.48,0.17,0.0,23
4,999858.07,26.97,59.7,51.17,2.78,0.31,0.0,23
5,999834.96,29.57,64.62,66.33,3.2,0.31,0.01,23
6,999810.79,32.58,68.56,82.85,3.88,0.29,0.05,23
7,999784.74,31.98,78.02,99.46,4.4,0.34,0.06,23
8,999754.84,35.86,82.93,119.84,5.01,0.44,0.08,23
9,999723.29,39.53,89.29,140.71,5.52,0.54,0.12,23
10,999690.07,34.89,103.67,163.58,6.0,0.67,0.12,23
11,999650.85,42.45,107.7,190.34,6.76,0.74,0.16,23
12,999610.19,45.7,116.66,217.96,7.44,0.84,0.21,23
13,999565.3,50.04,126.39,247.93,8.14,0.96,0.24,23
14,999518.41,48.3,141.84,280.37,8.69,1.15,0.24,23
15,999464.29,54.79,151.46,317.48,9.48,1.2,0.3,23
16,999406.44,63.56,159.75,357.34,10.27,1.28,0.36,23
17,999345.3,66.4,174.65,399.65,11.28,1.31,0.41,23
18,999277.34,73.78,189.47,443.97,12.55,1.42,0.47,23
19,999206.84,72.54,211.15,492.81,13.59,1.57,0.5,23
20,999126.58,85.4,221.42,548.44,14.94,1.68,0.54,23
21,999042.46,92.9,240.55,604.63,16.0,1.88,0.58,23
22,998952.1,104.71,255.17,667.23,17.16,1.98,0.65,23
23,998855.86,112.92,276.23,732.67,18.36,2.23,0.73,23
24,998751.85,125.44,294.77,803.47,20.2,2.43,0.84,23
25,998640.8,127.52,326.73,878.94,21.41,2.62,0.98,23
26,998516.57,142.02,350.32,962.77,23.48,2.75,1.09,23
27,998384.35,155.85,375.47,1053.7,25.43,2.95,1.25,23
28,998243.17,170.13,401.91,1151.48,27.74,3.25,1.32,23
29,998091.07,183.51,433.61,1256.11,29.73,3.54,1.43,23
30,997925.27,195.19,474.47,1367.06,31.65,3.7,1.66,23
31,997744.58,207.66,517.0,1489.45,34.59,3.87,1.85,23
32,997548.41,237.32,547.02,1622.73,37.14,4.36,2.02,23
33,997341.8,241.64,605.19,1763.44,40.22,4.43,2.28,23
34,997113.5,274.03,641.65,1918.8,43.85,4.65,2.52,23
35,996870.57,297.7,692.91,2083.23,46.91,5.0,2.68,23
36,996606.36,313.59,758.27,2262.06,50.27,5.5,2.95,23
37,996320.15,341.09,816.62,2457.49,54.48,5.99,3.18,23
38,996008.66,367.52,884.89,2669.04,58.9,6.57,3.42,23
39,995673.21,399.65,954.88,2897.18,63.22,7.14,3.72,23
40,995313.81,433.68,1030.39,3140.93,68.39,7.68,4.12,23
41,994926.93,462.6,1118.26,3403.29,75.28,8.1,4.54,23
42,994501.04,493.1,1220.97,3688.88,81.45,8.7,4.86,23
43,994041.19,551.88,1299.08,4003.95,87.92,9.69,5.29,23
44,993547.94,585.26,1416.64,4337.97,94.84,10.54,5.81,23
45,993011.95,632.58,1529.32,4704.76,102.46,11.61,6.32,23
46,992432.66,683.57,1654.56,5098.27,110.51,12.62,6.81,23
47,991809.77,731.02,1793.51,5524.03,119.72,13.5,7.45,23
48,991128.13,806.35,1923.64,5988.46,130.36,13.97,8.09,23
49,990396.03,863.33,2092.48,6483.46,139.81,15.09,8.8,23
50,989608.83,927.49,2262.04,7023.34,151.4,16.42,9.48,23
51,988752.16,995.99,2453.86,7605.74,163.26,17.68,10.31,23
52,987828.87,1074.49,2653.75,8234.27,177.13,19.2,11.29,23
53,986832.43,1172.05,2848.9,8920.71,191.88,20.77,12.26,23
54,985759.79,1289.85,3050.52,9655.09,207.9,22.59,13.26,23
55,984615.04,1361.08,3317.14,10442.51,224.24,24.72,14.27,23
56,983371.75,1479.67,3567.06,11296.15,242.17,26.95,15.25,23
57,982037.04,1578.26,3866.32,12210.93,261.22,28.75,16.48,23
58,980583.66,1717.3,4163.73,13203.92,281.63,30.75,18.01,23
59,979032.06,1837.45,4496.35,14276.7,303.29,33.86,19.29,23
60,977348.26,1998.06,4837.18,15430.73,326.93,36.95,20.89,23
61,975547.3,2141.95,5219.8,16675.91,352.66,38.86,22.52,23
62,973609.39,2284.92,5636.76,18020.93,380.82,41.79,24.39,23
63,971519.09,2462.88,6058.8,19475.4,412.1,44.27,26.46,23
64,969283.05,2669.49,6491.98,21034.05,443.43,48.41,28.59,23
65,966888.94,2842.68,6996.9,22710.39,476.89,52.22,30.98,23
66,964310.11,3060.6,7516.19,24506.82,515.23,56.5,33.55,23
67,961552.13,3267.16,8085.81,26442.11,554.75,60.81,36.23,23
68,958595.93,3504.42,8673.59,28526.4,594.98,64.62,39.06,23
69,955428.78,3773.07,9282.84,30762.32,639.46,70.22,42.31,23
70,952065.16,4019.29,9948.56,33156.55,688.96,75.07,45.41,23
71,948449.85,4361.8,10594.83,35720.1,742.36,80.76,49.3,23
72,944632.04,4628.38,11348.1,38452.67,798.15,85.94,53.72,23
73,944418.11,1072.83,12121.31,41381.38,854.45,92.97,57.95,23
74,944186.39,431.42,9803.85,44499.65,914.99,99.85,62.85,23
