Date,S,E,I,R,H,C,D,index
0,999935.0,15.0,48.0,0.0,1.0,0.0,0.0,21
1,999916.26,22.59,46.275,12.27,1.585,0.02,0.0,21
2,999898.585,22.285,52.13,23.855,2.085,0.06,0.0,21
3,999879.105,23.725,55.94,37.575,2.575,0.075,0.005,21
4,999857.645,27.135,59.12,51.95,2.98,0.16,0.01,21
5,999835.245,29.335,63.695,66.97,3.475,0.265,0.015,21
6,999810.585,33.165,67.34,83.59,3.97,0.315,0.035,21
7,999784.94,31.215,76.805,101.185,4.44,0.35,0.065,21
8,999756.14,34.41,82.16,121.035,4.79,0.395,0.07,21
9,999724.65,38.135,87.88,142.545,5.18,0.53,0.08,21
10,999690.98,34.91,101.28,165.38,5.71,0.63,0.11,21
11,999652.605,41.495,106.59,191.175,6.31,0.685,0.14,21
12,999611.48,45.93,115.36,218.045,7.28,0.735,0.17,21
13,999568.145,48.06,125.57,248.285,7.87,0.86,0.21,21
14,999520.485,48.14,140.045,280.615,8.46,0.99,0.265,21
15,999468.125,52.505,151.605,316.125,9.295,1.035,0.31,21
16,999410.245,62.36,160.13,354.41,10.38,1.095,0.38,21
17,999349.4,65.355,176.415,394.885,11.365,1.18,0.4,21
18,999281.415,73.295,189.28,440.915,12.37,1.275,0.45,21
19,999208.445,74.865,211.055,489.365,13.335,1.41,0.525,21
20,999127.655,86.545,224.05,544.075,14.54,1.55,0.585,21
21,999042.355,94.41,241.54,602.4,16.05,1.575,0.67,21
22,998951.43,105.575,257.325,664.925,17.365,1.625,0.755,21
23,998853.53,114.22,278.215,731.635,18.75,1.86,0.79,21
24,998748.03,127.42,296.515,803.865,20.18,2.14,0.85,21
25,998636.44,128.99,328.9,879.915,21.555,2.25,0.95,21
26,998511.57,143.92,352.5,964.215,23.255,2.49,1.05,21
27,998378.835,157.21,378.52,1055.04,25.405,2.845,1.145,21
28,998233.115,174.805,406.76,1152.68,27.335,3.015,1.29,21
29,998078.155,188.295,441.395,1256.73,29.73,3.225,1.47,21
30,997909.72,200.15,481.345,1370.385,32.22,3.535,1.645,21
31,997725.92,213.43,525.285,1493.96,34.985,3.66,1.76,21
32,997523.37,246.175,555.755,1629.77,38.09,3.925,1.915,21
33,997311.96,250.43,616.475,1772.975,40.63,4.415,2.115,21
34,997076.665,284.085,654.145,1932.875,44.21,4.7,2.32,21
35,996828.67,307.24,706.695,2100.705,47.99,5.125,2.575,21
36,996560.975,321.195,773.075,2283.69,51.8,5.44,2.825,21
37,996268.645,351.655,832.465,2481.1,56.18,5.83,3.125,21
38,995952.79,375.515,902.97,2696.985,60.815,6.51,3.415,21
39,995610.16,409.695,974.04,2928.87,65.52,6.97,3.745,21
40,995240.715,447.545,1049.59,3178.565,70.825,7.62,4.14,21
41,994843.215,479.37,1139.505,3447.865,76.19,8.34,4.515,21
42,994411.585,507.385,1241.49,3741.635,82.875,9.085,4.945,21
43,993940.27,569.1,1323.87,4061.14,89.405,9.87,5.345,21
44,993440.795,597.325,1445.345,4402.455,96.76,10.39,5.93,21
45,992892.725,650.98,1556.355,4777.435,103.69,11.4,6.415,21
46,992305.1,701.155,1684.015,5177.575,111.765,12.48,6.91,21
47,991668.25,752.54,1827.565,5609.57,120.075,13.51,7.49,21
48,990977.51,825.2,1964.325,6079.16,130.1,14.555,8.15,21
49,990236.56,882.02,2129.055,6584.6,142.21,15.615,8.94,21
50,989434.125,952.005,2299.785,7132.11,154.365,16.92,9.69,21
51,988564.45,1021.175,2491.655,7726.73,166.135,18.33,10.525,21
52,987629.08,1099.02,2691.36,8368.69,179.145,20.25,11.455,21
53,986615.615,1198.72,2895.87,9061.38,193.35,21.695,12.37,21
54,985529.465,1313.47,3106.065,9804.22,208.91,23.545,13.325,21
55,984368.93,1386.37,3375.695,10602.88,225.355,25.415,14.355,21
56,983103.525,1509.245,3628.35,11471.325,243.655,27.295,15.605,21
57,981745.995,1611.17,3925.39,12407.69,262.93,28.845,16.98,21
58,980275.105,1748.63,4218.245,13423.375,284.245,31.01,18.39,21
59,978702.225,1869.47,4557.995,14508.985,307.085,33.235,20.005,21
60,977006.78,2025.475,4895.9,15683.345,329.73,36.08,21.69,21
61,975184.74,2175.325,5275.31,16945.325,355.575,39.24,23.485,21
62,973223.065,2322.32,5695.67,18306.135,384.2,42.16,25.45,21
63,971116.855,2496.06,6126.465,19771.255,415.07,45.705,27.59,21
64,968851.025,2712.01,6563.775,21346.485,446.405,49.63,29.67,21
65,966430.54,2881.88,7081.14,23039.21,481.03,53.225,31.975,21
66,963827.61,3098.12,7604.615,24858.49,518.45,57.07,34.645,21
67,961036.72,3313.88,8179.815,26812.71,557.42,60.855,37.6,21
68,958041.005,3564.475,8766.96,28918.695,601.185,66.075,40.605,21
69,954847.575,3823.575,9389.48,31177.375,646.39,70.76,43.845,21
70,951434.04,4087.77,10063.895,33594.43,694.99,76.5,47.375,21
71,947788.46,4405.655,10735.315,36188.625,747.34,82.38,51.225,21
72,943913.22,4693.905,11488.625,38957.685,801.43,88.955,55.18,21
73,942925.235,1863.315,12273.08,41923.365,859.3,95.225,59.48,21
74,941870.005,1401.775,10556.85,45085.345,918.7,102.31,64.015,21
75,940962.38,1168.16,8915.83,47825.105,948.55,109.98,68.995,21
76,940192.645,986.985,7519.585,50157.755,950.79,116.645,74.595,21
77,939549.04,827.235,6344.275,52142.945,932.47,122.865,80.17,21
78,939003.365,699.115,5344.595,53838.165,900.545,126.635,86.58,21
79,938545.61,588.46,4503.315,55281.69,858.755,128.355,92.815,21
80,938160.995,493.75,3795.09,56511.08,809.495,129.45,99.14,21
81,937835.81,416.745,3197.375,57557.295,757.32,128.83,105.625,21
82,937560.805,352.735,2694.625,58448.115,703.8,126.875,112.045,21
83,937329.7,295.82,2271.32,59210.165,650.065,123.54,118.39,21
84,937135.94,249.335,1912.775,59859.41,598.875,118.22,124.445,21
85,936970.905,211.465,1610.77,60415.035,547.665,112.645,130.515,21
86,936832.065,177.975,1356.395,60890.26,499.27,106.99,136.045,21
87,936715.83,148.855,1143.22,61296.47,452.925,100.405,141.295,21
88,936617.26,126.495,962.15,61642.165,410.605,94.235,146.09,21
89,936533.505,107.35,810.8,61937.525,370.87,88.39,150.56,21
90,936464.415,88.78,683.72,62192.0,332.715,82.6,154.77,21
91,936405.365,75.43,576.63,62407.425,299.415,75.8,158.935,21
92,936355.815,64.015,486.035,62592.42,267.65,70.435,162.63,21
93,936314.06,53.38,410.065,62751.245,239.67,64.525,166.055,21
94,936278.445,45.665,345.495,62887.07,214.145,58.925,169.255,21
95,936249.13,37.975,291.315,63003.515,190.775,53.98,172.31,21
96,936224.275,31.79,245.185,63103.725,170.03,49.205,174.79,21
97,936203.39,26.605,206.21,63188.9,152.165,44.555,177.175,21
98,936185.815,22.84,173.15,63261.945,135.63,40.23,179.39,21
99,936171.025,19.04,146.98,63323.535,120.44,36.8,181.18,21
100,936158.9,15.8,123.435,63377.585,107.045,33.28,182.955,21
101,936148.415,13.35,104.625,63423.38,94.57,29.815,184.845,21
102,936139.65,11.245,87.705,63463.555,83.815,26.585,186.445,21
103,936120.11,21.71,73.755,63497.64,74.2,23.77,187.815,21
104,936103.95,20.47,71.74,63527.175,65.36,21.32,188.985,21
105,936088.05,19.705,69.51,63554.525,58.025,19.24,189.945,21
106,936073.03,18.665,66.985,63580.62,51.51,17.325,190.865,21
107,936058.33,18.15,64.395,63605.415,45.58,15.34,191.79,21
108,936044.16,17.625,62.225,63628.275,40.37,13.84,192.505,21
109,936030.735,16.65,60.25,63649.835,36.02,12.415,193.095,21
110,936017.78,15.925,58.02,63670.445,32.105,11.02,193.705,21
111,936005.105,15.505,55.4,63690.265,28.67,9.78,194.275,21
112,935992.93,15.125,53.64,63708.28,25.555,8.77,194.7,21
113,935981.335,14.73,51.395,63725.4,23.13,7.83,195.18,21
114,935969.92,14.18,49.745,63741.515,21.14,6.945,195.555,21
115,935959.08,13.4,48.6,63756.505,19.175,6.32,195.92,21
116,935948.455,13.06,46.785,63771.635,17.135,5.67,196.26,21
117,935938.685,12.01,44.98,63786.205,15.54,5.045,196.535,21
118,935928.905,11.925,42.995,63799.955,13.985,4.455,196.78,21
119,935919.56,11.515,41.655,63812.51,12.725,4.03,197.005,21
120,935910.205,11.44,40.19,63824.72,11.695,3.515,197.235,21
121,935900.965,11.285,39.42,63836.215,10.45,3.245,197.42,21
122,935892.185,10.825,38.42,63847.49,9.61,2.855,197.615,21
123,935883.595,10.5,37.105,63858.615,8.865,2.535,197.785,21
124,935875.305,10.255,35.905,63869.17,8.145,2.27,197.95,21
125,935867.25,9.95,34.825,63879.14,7.685,2.1,198.05,21
126,935859.665,9.275,34.05,63888.815,7.15,1.92,198.125,21
127,935852.42,9.07,32.385,63898.345,6.815,1.73,198.235,21
128,935845.3,8.915,30.865,63907.62,6.425,1.57,198.305,21
129,935838.66,8.36,29.675,63916.465,6.045,1.425,198.37,21
130,935832.07,8.14,28.29,63925.065,5.65,1.35,198.435,21
