6.059000005545392924e+03,6.063599474774269765e+03,6.067365536844108647e+03,6.070417411881268890e+03,6.072859405300227991e+03,6.074782556627065787e+03,6.076266131844889969e+03,6.077378970335996200e+03,6.078180697446003251e+03,6.078722813437791046e+03,6.079049669200334392e+03,6.079199338577760500e+03,6.079204396623881621e+03,6.079092612494825516e+03,6.078887565087943585e+03,6.078609188934027770e+03,6.078274257262955871e+03,6.077896808597726704e+03,6.077488522693432969e+03,6.077059051129346699e+03,6.076616307385327673e+03,6.076166720789087776e+03,6.075715458308092821e+03,6.075266617778337604e+03,6.074823395810873990e+03,6.074388233294168458e+03,6.073962941114956266e+03,6.073548808450135766e+03,6.073146695736239963e+03,6.072757114199113857e+03,6.072380293623164107e+03,6.072016239855456661e+03,6.071664783373270438e+03,6.071325620093415637e+03,6.070998345465981402e+03,6.070682482773334414e+03,6.070377506445606741e+03,6.070082861105771372e+03,6.069797976969634874e+03,6.069522282147566330e+03,6.069255212324981585e+03,6.068996218236423374e+03,6.068744771292918813e+03,6.068500367673524124e+03,6.068262531148748167e+03,6.068030814865684079e+03,6.067804802291130727e+03,6.067584107479873637e+03,6.067368374809587294e+03,6.067157278301639963e+03,6.066950520627677179e+03,6.066747831885131745e+03,6.066548968210378007e+03,6.066353710285829948e+03,6.066161861786706140e+03,6.065973247804120547e+03,6.065787713273554800e+03,6.065605121431286534e+03,6.065425352315992313e+03,6.065248301328225352e+03,6.065073877856823856e+03,6.064902003978178982e+03,6.064732613231977666e+03,6.064565649474941893e+03,6.064401065812631714e+03,6.064238823608143321e+03,6.064078891565617596e+03,6.063921244885843407e+03,6.063765864490740569e+03,6.063612736313220012e+03,6.063461850648738618e+03,6.063313201564782503e+03,6.063166786364539803e+03,6.063022605101076806e+03,6.062880660138454914e+03,6.062740955756353287e+03,6.062603497794973009e+03,6.062468293337109571e+03,6.062335350424558783e+03,6.062204677806106702e+03,6.062076284714641588e+03,6.061950180671014095e+03,6.061826375312494747e+03,6.061704878243834173e+03,6.061585698909040730e+03,6.061468846482154731e+03,6.061354329775440419e+03,6.061242157163450429e+03,6.061132336521615798e+03,6.061024875178003640e+03,6.060919779877036490e+03,6.060817056753969155e+03,6.060716711319012575e+03,6.060618748450023304e+03,6.060523172392696324e+03,6.060429986767256196e+03,6.060339194580637013e+03,6.060250798243150712e+03,6.060164799588677852e+03,6.060081199897388615e+03
6.053431186079369581e+03,6.059000012061582311e+03,6.063599480114042308e+03,6.067365541184371978e+03,6.070417415374653501e+03,6.072859408078220440e+03,6.074782558802751737e+03,6.076266133515360707e+03,6.077378971584455030e+03,6.078180698343606309e+03,6.078722814045257110e+03,6.079049669569347316e+03,6.079199338752199765e+03,6.079204396640889172e+03,6.079092612385742541e+03,6.078887564879114507e+03,6.078609188647513292e+03,6.078274256917142338e+03,6.077896808207861795e+03,6.077488522272084992e+03,6.077059050686808405e+03,6.076616306929954590e+03,6.076166720327608346e+03,6.075715457845855781e+03,6.075266617319539364e+03,6.074823395358743255e+03,6.074388232851140856e+03,6.073962940682800763e+03,6.073548808030078362e+03,6.073146695329071008e+03,6.072757113805260815e+03,6.072380293242775224e+03,6.072016239488453721e+03,6.071664783019407878e+03,6.071325619752315106e+03,6.070998345137169963e+03,6.070682482456274556e+03,6.070377506139715479e+03,6.070082860810445709e+03,6.069797976684262721e+03,6.069522281871537416e+03,6.069255212057700192e+03,6.068996217977311062e+03,6.068744771041425338e+03,6.068500367429126527e+03,6.068262530910955320e+03,6.068030814634034869e+03,6.067804802065200420e+03,6.067584107259267512e+03,6.067368374593944282e+03,6.067157278090631735e+03,6.066950520421001784e+03,6.066747831682519973e+03,6.066548968011582474e+03,6.066353710090634195e+03,6.066161861594912807e+03,6.065973247615556829e+03,6.065787713088067903e+03,6.065605121248740943e+03,6.065425352136268884e+03,6.065248301151224950e+03,6.065073877682454622e+03,6.064902003806368157e+03,6.064732613062659766e+03,6.064565649308062348e+03,6.064401065648148688e+03,6.064238823446018614e+03,6.064078891405821196e+03,6.063921244728352576e+03,6.063765864335538936e+03,6.063612736160294844e+03,6.063461850498082640e+03,6.063313201416390257e+03,6.063166786218408561e+03,6.063022604957209296e+03,6.062880659996852955e+03,6.062740955617024156e+03,6.062603497657921253e+03,6.062468293202344285e+03,6.062335350292087242e+03,6.062204677675939820e+03,6.062076284586787551e+03,6.061950180545481999e+03,6.061826375189297323e+03,6.061704878122980517e+03,6.061585698790537208e+03,6.061468846366014077e+03,6.061354329661668999e+03,6.061242157052058246e+03,6.061132336412609220e+03,6.061024875071390852e+03,6.060919779772822949e+03,6.060817056652161227e+03,6.060716711219614808e+03,6.060618748353041155e+03,6.060523172298133431e+03,6.060429986675115288e+03,6.060339194490921727e+03,6.060250798155861958e+03,6.060164799503818358e+03
6.046738337703587604e+03,6.053431195172714979e+03,6.059000019548567252e+03,6.063599486239285397e+03,6.067365546157878271e+03,6.070417419376491125e+03,6.072859411262589674e+03,6.074782561301519308e+03,6.076266135441120241e+03,6.077378973033182774e+03,6.078180699396969430e+03,6.078722814772603670e+03,6.079049670029435219e+03,6.079199338994691971e+03,6.079204396707650631e+03,6.079092612311951598e+03,6.078887564694236062e+03,6.078609188376126440e+03,6.078274256579667053e+03,6.077896807821177390e+03,6.077488521850062170e+03,6.077059050240772194e+03,6.076616306469084520e+03,6.076166719859269506e+03,6.075715457375896221e+03,6.075266616852537481e+03,6.074823394898223341e+03,6.074388232399749540e+03,6.073962940242467084e+03,6.073548807602141096e+03,6.073146694914389627e+03,6.072757113404315533e+03,6.072380292855738844e+03,6.072016239115258941e+03,6.071664782659803677e+03,6.071325619405908583e+03,6.070998344803472719e+03,6.070682482134727252e+03,6.070377505829709662e+03,6.070082860511351100e+03,6.069797976395439036e+03,6.069522281592348918e+03,6.069255211787523876e+03,6.068996217715546663e+03,6.068744770787499874e+03,6.068500367182493392e+03,6.068262530671103377e+03,6.068030814400485724e+03,6.067804801837512059e+03,6.067584107037029753e+03,6.067368374376783322e+03,6.067157277878202876e+03,6.066950520212997617e+03,6.066747831478654916e+03,6.066548967811608236e+03,6.066353709894320673e+03,6.066161861402059003e+03,6.065973247425982663e+03,6.065787712901616032e+03,6.065605121065271305e+03,6.065425351955659607e+03,6.065248300973370533e+03,6.065073877507265934e+03,6.064902003633764252e+03,6.064732612892576071e+03,6.064565649140443384e+03,6.064401065482947160e+03,6.064238823283197235e+03,6.064078891245351770e+03,6.063921244570210547e+03,6.063765864179704295e+03,6.063612736006757586e+03,6.063461850346831852e+03,6.063313201267421391e+03,6.063166786071722527e+03,6.063022604812804275e+03,6.062880659854734404e+03,6.062740955477196621e+03,6.062603497520391102e+03,6.062468293067118793e+03,6.062335350159175505e+03,6.062204677545350933e+03,6.062076284458532427e+03,6.061950180419569733e+03,6.061826375065736102e+03,6.061704878001781253e+03,6.061585698671711725e+03,6.061468846249568742e+03,6.061354329547614725e+03,6.061242156940402310e+03,6.061132336303359807e+03,6.061024874964553419e+03,6.060919779668407500e+03,6.060817056550170491e+03,6.060716711120056061e+03,6.060618748255918035e+03,6.060523172203448667e+03,6.060429986582874335e+03,6.060339194401125496e+03,6.060250798068513177e+03
6.038745882022139085e+03,6.046738350157006607e+03,6.053431205462034995e+03,6.059000028006346838e+03,6.063599493150001763e+03,6.067365551764626616e+03,6.070417423886779943e+03,6.072859414853336602e+03,6.074782564123368502e+03,6.076266137622165843e+03,6.077378974682179432e+03,6.078180700606090795e+03,6.078722815619828907e+03,6.079049670580597194e+03,6.079199339305239846e+03,6.079204396824165087e+03,6.079092612273454506e+03,6.078887564533306431e+03,6.078609188119868122e+03,6.078274256250531835e+03,6.077896807437671669e+03,6.077488521427360865e+03,6.077059049791239886e+03,6.076616306002715646e+03,6.076166719384071257e+03,6.075715456898214143e+03,6.075266616377333776e+03,6.074823394429313339e+03,6.074388231939995421e+03,6.073962939793953410e+03,6.073548807166322149e+03,6.073146694492202187e+03,6.072757112996282558e+03,6.072380292462057696e+03,6.072016238735871411e+03,6.071664782294455108e+03,6.071325619054199706e+03,6.070998344464892398e+03,6.070682481808690682e+03,6.070377505515588382e+03,6.070082860208485727e+03,6.069797976103162910e+03,6.069522281310000835e+03,6.069255211514454459e+03,6.068996217451131088e+03,6.068744770531139693e+03,6.068500366933621990e+03,6.068262530429191429e+03,6.068030814165034826e+03,6.067804801608062917e+03,6.067584106813159451e+03,6.067368374158102597e+03,6.067157277664355206e+03,6.066950520003661950e+03,6.066747831273542033e+03,6.066548967610452564e+03,6.066353709696890292e+03,6.066161861208144728e+03,6.065973247235399867e+03,6.065787712714199188e+03,6.065605120880878530e+03,6.065425351774165392e+03,6.065248300794663919e+03,6.065073877331254153e+03,6.064902003460368178e+03,6.064732612721726582e+03,6.064565648972084091e+03,6.064401065317029861e+03,6.064238823119681911e+03,6.064078891084207498e+03,6.063921244411414591e+03,6.063765864023237555e+03,6.063612735852604601e+03,6.063461850194987164e+03,6.063313201117879544e+03,6.063166785924479882e+03,6.063022604667863561e+03,6.062880659712096531e+03,6.062740955336868865e+03,6.062603497382378919e+03,6.062468292931432188e+03,6.062335350025821754e+03,6.062204677414340040e+03,6.062076284329873488e+03,6.061950180293271842e+03,6.061826374941812901e+03,6.061704877880240019e+03,6.061585698552562462e+03,6.061468846132820545e+03,6.061354329433276689e+03,6.061242156828482621e+03,6.061132336193867559e+03,6.061024874857494979e+03,6.060919779563788325e+03,6.060817056447997857e+03,6.060716711020334515e+03,6.060618748158652124e+03,6.060523172108643848e+03,6.060429986490532428e+03,6.060339194311249230e+03
6.029254962499298927e+03,6.038745898827858582e+03,6.046738364079530584e+03,6.053431216947332359e+03,6.059000037434920159e+03,6.063599500846188675e+03,6.067365558004617924e+03,6.070417428905519955e+03,6.072859418850459406e+03,6.074782567268299317e+03,6.076266140058500241e+03,6.077378976531445005e+03,6.078180701970972223e+03,6.078722816586934641e+03,6.079049671222834149e+03,6.079199339683841572e+03,6.079204396990434361e+03,6.079092612270252175e+03,6.078887564396329253e+03,6.078609187878738339e+03,6.078274255929733044e+03,6.077896807057343722e+03,6.077488521003984715e+03,6.077059049338211480e+03,6.076616305530847967e+03,6.076166718902011780e+03,6.075715456412808635e+03,6.075266615893930066e+03,6.074823393952009610e+03,6.074388231471875770e+03,6.073962939337263379e+03,6.073548806722620611e+03,6.073146694062504139e+03,6.072757112581158253e+03,6.072380292061729051e+03,6.072016238350292042e+03,6.071664781923365808e+03,6.071325618697184836e+03,6.070998344121427181e+03,6.070682481478166665e+03,6.070377505197348910e+03,6.070082859901847769e+03,6.069797975807434341e+03,6.069522281024492258e+03,6.069255211238491029e+03,6.068996217184063426e+03,6.068744770272348433e+03,6.068500366682516869e+03,6.068262530185220385e+03,6.068030813927685813e+03,6.067804801376856631e+03,6.067584106587655697e+03,6.067368373937900287e+03,6.067157277449089634e+03,6.066950519792996602e+03,6.066747831067177685e+03,6.066548967408118187e+03,6.066353709498343960e+03,6.066161861013171801e+03,6.065973247043808442e+03,6.065787712525818279e+03,6.065605120695562618e+03,6.065425351591783510e+03,6.065248300615106928e+03,6.065073877154422007e+03,6.064902003286179024e+03,6.064732612550110389e+03,6.064565648802981741e+03,6.064401065150393151e+03,6.064238822955471733e+03,6.064078890922391111e+03,6.063921244251965618e+03,6.063765863866137806e+03,6.063612735697841345e+03,6.063461850042549486e+03,6.063313200967762896e+03,6.063166785776681536e+03,6.063022604522386246e+03,6.062880659568942974e+03,6.062740955196042705e+03,6.062603497243889251e+03,6.062468292795285379e+03,6.062335349892027807e+03,6.062204677282907141e+03,6.062076284200812552e+03,6.061950180166593782e+03,6.061826374817525902e+03,6.061704877758354996e+03,6.061585698433089419e+03,6.061468846015768577e+03,6.061354329318654891e+03,6.061242156716300087e+03,6.061132336084130657e+03,6.061024874750212803e+03,6.060919779458967241e+03,6.060817056345643323e+03,6.060716710920451078e+03,6.060618748061246151e+03,6.060523172013717158e+03,6.060429986398089568e+03
6.018040872406235394e+03,6.029254984910045096e+03,6.038745917433398063e+03,6.046738379471157714e+03,6.053431229628604342e+03,6.059000047834286306e+03,6.063599509327845226e+03,6.067365564877850375e+03,6.070417434432711161e+03,6.072859423253958994e+03,6.074782570736311754e+03,6.076266142750120707e+03,6.077378978580976764e+03,6.078180703491610984e+03,6.078722817673921782e+03,6.079049671956146085e+03,6.079199340130497148e+03,6.079204397206455724e+03,6.079092612302341877e+03,6.078887564283301799e+03,6.078609187652737091e+03,6.078274255617274321e+03,6.077896806680197187e+03,6.077488520579932811e+03,6.077059048881686067e+03,6.076616305053480573e+03,6.076166718413093804e+03,6.075715455919683336e+03,6.075266615402322714e+03,6.074823393466314883e+03,6.074388230995393315e+03,6.073962938872393352e+03,6.073548806271039211e+03,6.073146693625296393e+03,6.072757112158944437e+03,6.072380291654755638e+03,6.072016237958519923e+03,6.071664781546534869e+03,6.071325618334868523e+03,6.070998343773076158e+03,6.070682481143156110e+03,6.070377504874994884e+03,6.070082859591440865e+03,6.069797975508254240e+03,6.069522280735823188e+03,6.069255210959634496e+03,6.068996216914345496e+03,6.068744770011120636e+03,6.068500366429175301e+03,6.068262529939189335e+03,6.068030813688433227e+03,6.067804801143890472e+03,6.067584106360520309e+03,6.067368373716179121e+03,6.067157277232403430e+03,6.066950519581001572e+03,6.066747830859562782e+03,6.066548967204605106e+03,6.066353709298681679e+03,6.066161860817137494e+03,6.065973246851205658e+03,6.065787712336475124e+03,6.065605120509323569e+03,6.065425351408515780e+03,6.065248300434695921e+03,6.065073876976768588e+03,6.064902003111198610e+03,6.064732612377728401e+03,6.064565648633139062e+03,6.064401064983039760e+03,6.064238822790564882e+03,6.064078890759899878e+03,6.063921244091862718e+03,6.063765863708405959e+03,6.063612735542464179e+03,6.063461849889517907e+03,6.063313200817070538e+03,6.063166785628329308e+03,6.063022604376371419e+03,6.062880659425271915e+03,6.062740955054719961e+03,6.062603497104920280e+03,6.062468292658679275e+03,6.062335349757791846e+03,6.062204677151053147e+03,6.062076284071349619e+03,6.061950180039531915e+03,6.061826374692875106e+03,6.061704877636126184e+03,6.061585698313292596e+03,6.061468845898413747e+03,6.061354329203750240e+03,6.061242156603853800e+03,6.061132335974151829e+03,6.061024874642707800e+03,6.060919779353942431e+03,6.060817056243106890e+03,6.060716710820406661e+03,6.060618747963697388e+03,6.060523171918669505e+03
6.004850284044872751e+03,6.018040901998027039e+03,6.029255009520409658e+03,6.038745937838757527e+03,6.046738396331886179e+03,6.053431243505850944e+03,6.059000059204440731e+03,6.063599518594970505e+03,6.067365572384323059e+03,6.070417440468350833e+03,6.072859428063833548e+03,6.074782574527402176e+03,6.076266145697029060e+03,6.077378980830777436e+03,6.078180705168008899e+03,6.078722818880787599e+03,6.079049672780533001e+03,6.079199340645206576e+03,6.079204397472230994e+03,6.079092612369724520e+03,6.078887564194224979e+03,6.078609187441864378e+03,6.078274255313152935e+03,6.077896806306228427e+03,6.077488520155204242e+03,6.077059048421664556e+03,6.076616304570615284e+03,6.076166717917317328e+03,6.075715455418834608e+03,6.075266614902512629e+03,6.074823392972230977e+03,6.074388230510547146e+03,6.073962938399346058e+03,6.073548805811576131e+03,6.073146693180579859e+03,6.072757111729639291e+03,6.072380291241137456e+03,6.072016237560555965e+03,6.071664781163959560e+03,6.071325617967246217e+03,6.070998343419841149e+03,6.070682480803656290e+03,6.070377504548524485e+03,6.070082859277262287e+03,6.069797975205621697e+03,6.069522280443993623e+03,6.069255210677885771e+03,6.068996216641973660e+03,6.068744769747462669e+03,6.068500366173596376e+03,6.068262529691099189e+03,6.068030813447281616e+03,6.067804800909163532e+03,6.067584106131753288e+03,6.067368373492938190e+03,6.067157277014297506e+03,6.066950519367675952e+03,6.066747830650697324e+03,6.066548966999911499e+03,6.066353709097902538e+03,6.066161860620042717e+03,6.065973246657593336e+03,6.065787712146166086e+03,6.065605120322160474e+03,6.065425351224363112e+03,6.065248300253433626e+03,6.065073876798293895e+03,6.064902002935424207e+03,6.064732612204580619e+03,6.064565648462556055e+03,6.064401064814967867e+03,6.064238822624964996e+03,6.064078890596735619e+03,6.063921243931108620e+03,6.063765863550040194e+03,6.063612735386474014e+03,6.063461849735893338e+03,6.063313200665806107e+03,6.063166785479420469e+03,6.063022604229821809e+03,6.062880659281081535e+03,6.062740954912896996e+03,6.062603496965471095e+03,6.062468292521611147e+03,6.062335349623115690e+03,6.062204677018777147e+03,6.062076283941482870e+03,6.061950179912086242e+03,6.061826374567861421e+03,6.061704877513555402e+03,6.061585698193171993e+03,6.061468845780755146e+03,6.061354329088561826e+03,6.061242156491144669e+03,6.061132335863929256e+03,6.061024874534980881e+03,6.060919779248715713e+03,6.060817056140387649e+03,6.060716710720200354e+03,6.060618747866008562e+03
5.989398284132390472e+03,6.004850322793767191e+03,6.018040934271986771e+03,6.029255036330392613e+03,6.038745960043934247e+03,6.046738414661713250e+03,6.053431258579067617e+03,6.059000071545386163e+03,6.063599528647563602e+03,6.067365580524035067e+03,6.070417447012439879e+03,6.072859433280082158e+03,6.074782578641575128e+03,6.076266148899223481e+03,6.077378983280845205e+03,6.078180707000165967e+03,6.078722820207533005e+03,6.079049673695993988e+03,6.079199341227970763e+03,6.079204397787759262e+03,6.079092612472402834e+03,6.078887564129096972e+03,6.078609187246120200e+03,6.078274255017368887e+03,6.077896805935441080e+03,6.077488519729798099e+03,6.077059047958146948e+03,6.076616304082251190e+03,6.076166717414680534e+03,6.075715454910263361e+03,6.075266614394502540e+03,6.074823392469754253e+03,6.074388230017337264e+03,6.073962937918119678e+03,6.073548805344231369e+03,6.073146692728353628e+03,6.072757111293244634e+03,6.072380290820872688e+03,6.072016237156399256e+03,6.071664780775643521e+03,6.071325617594318828e+03,6.070998343061721243e+03,6.070682480459668113e+03,6.070377504217937712e+03,6.070082858959315672e+03,6.069797974899536712e+03,6.069522280149004473e+03,6.069255210393241214e+03,6.068996216366950648e+03,6.068744769481369076e+03,6.068500365915781003e+03,6.068262529440951766e+03,6.068030813204228252e+03,6.067804800672680358e+03,6.067584105901352814e+03,6.067368373268177493e+03,6.067157276794772770e+03,6.066950519153020650e+03,6.066747830440581311e+03,6.066548966794038279e+03,6.066353708896006538e+03,6.066161860421889287e+03,6.065973246462973293e+03,6.065787711954893894e+03,6.065605120134076060e+03,6.065425351039324596e+03,6.065248300071318226e+03,6.065073876618997929e+03,6.064902002758856725e+03,6.064732612030667042e+03,6.064565648291230900e+03,6.064401064646179293e+03,6.064238822458669347e+03,6.064078890432897424e+03,6.063921243769699686e+03,6.063765863391041421e+03,6.063612735229870850e+03,6.063461849581673960e+03,6.063313200513965057e+03,6.063166785329956838e+03,6.063022604082734688e+03,6.062880659136375471e+03,6.062740954770576536e+03,6.062603496825542607e+03,6.062468292384082815e+03,6.062335349487997519e+03,6.062204676886078232e+03,6.062076283811215035e+03,6.061950179784258580e+03,6.061826374442483939e+03,6.061704877390639012e+03,6.061585698072727610e+03,6.061468845662792774e+03,6.061354328973089650e+03,6.061242156378171785e+03,6.061132335753464758e+03,6.061024874427030227e+03,6.060919779143287087e+03,6.060817056037485600e+03,6.060716710619831247e+03
5.971365227558212609e+03,5.989398334507998698e+03,6.004850364806352445e+03,6.018040969228106405e+03,6.029255065339988505e+03,6.038745984048924583e+03,6.046738434460637109e+03,6.053431274848255271e+03,6.059000084857119873e+03,6.063599539485623609e+03,6.067365589296987309e+03,6.070417454064978301e+03,6.072859438902706643e+03,6.074782583078826065e+03,6.076266152356703060e+03,6.077378985931180068e+03,6.078180708988080369e+03,6.078722821654157997e+03,6.079049674702528137e+03,6.079199341878787891e+03,6.079204398153039620e+03,6.079092612610373180e+03,6.078887564087919600e+03,6.078609187065503647e+03,6.078274254729924905e+03,6.077896805567833326e+03,6.077488519303717112e+03,6.077059047491133242e+03,6.076616303588389201e+03,6.076166716905183421e+03,6.075715454393969594e+03,6.075266613878287899e+03,6.074823391958887441e+03,6.074388229515763669e+03,6.073962937428716032e+03,6.073548804869004925e+03,6.073146692268617699e+03,6.072757110849759556e+03,6.072380290393963151e+03,6.072016236746050708e+03,6.071664780381584933e+03,6.071325617216087267e+03,6.070998342698715533e+03,6.070682480111193399e+03,6.070377503883235477e+03,6.070082858637596473e+03,6.069797974590001104e+03,6.069522279850856648e+03,6.069255210105702645e+03,6.068996216089277368e+03,6.068744769212845313e+03,6.068500365655731002e+03,6.068262529188743429e+03,6.068030812959274954e+03,6.067804800434436402e+03,6.067584105669318888e+03,6.067368373041896120e+03,6.067157276573829222e+03,6.066950518937035667e+03,6.066747830229214742e+03,6.066548966586986353e+03,6.066353708692995497e+03,6.066161860222675386e+03,6.065973246267341892e+03,6.065787711762657636e+03,6.065605119945065780e+03,6.065425350853399323e+03,6.065248299888351539e+03,6.065073876438880689e+03,6.064902002581497982e+03,6.064732611855986761e+03,6.064565648119163598e+03,6.064401064476672218e+03,6.064238822291677934e+03,6.064078890268386203e+03,6.063921243607639553e+03,6.063765863231411458e+03,6.063612735072653777e+03,6.063461849426861590e+03,6.063313200361550116e+03,6.063166785179937506e+03,6.063022603935111874e+03,6.062880658991151904e+03,6.062740954627756764e+03,6.062603496685134814e+03,6.062468292246094279e+03,6.062335349352439152e+03,6.062204676752959131e+03,6.062076283680544293e+03,6.061950179656048931e+03,6.061826374316744477e+03,6.061704877267380652e+03,6.061585697951961265e+03,6.061468845544526630e+03,6.061354328857334622e+03,6.061242156264936057e+03,6.061132335642756516e+03,6.061024874318856746e+03,6.060919779037656554e+03,6.060817055934402561e+03
5.950393431480998515e+03,5.971365292637239691e+03,5.989398388847029310e+03,6.004850410082623057e+03,6.018041006866385032e+03,6.029255096549193695e+03,6.038746009853726719e+03,6.046738455728655026e+03,6.053431292313410268e+03,6.059000099139640952e+03,6.063599551109147797e+03,6.067365598703176147e+03,6.070417461625965188e+03,6.072859444931704274e+03,6.074782587839156804e+03,6.076266156069468707e+03,6.077378988781782027e+03,6.078180711131751195e+03,6.078722823220662576e+03,6.079049675800138175e+03,6.079199342597658870e+03,6.079204398568072975e+03,6.079092612783635559e+03,6.078887564070693770e+03,6.078609186900015629e+03,6.078274254450818262e+03,6.077896805203403346e+03,6.077488518876958551e+03,6.077059047020622529e+03,6.076616303089027497e+03,6.076166716388825989e+03,6.075715453869952398e+03,6.075266613353873254e+03,6.074823391439627812e+03,6.074388229005826361e+03,6.073962936931133299e+03,6.073548804385896801e+03,6.073146691801372981e+03,6.072757110399184057e+03,6.072380289960407026e+03,6.072016236329509411e+03,6.071664779981783795e+03,6.071325616832552441e+03,6.070998342330825835e+03,6.070682479758230329e+03,6.070377503544416868e+03,6.070082858312106509e+03,6.069797974277013964e+03,6.069522279549548330e+03,6.069255209815273702e+03,6.068996215808951092e+03,6.068744768941885923e+03,6.068500365393444554e+03,6.068262528934475085e+03,6.068030812712419902e+03,6.067804800194435302e+03,6.067584105435654237e+03,6.067368372814096801e+03,6.067157276351465043e+03,6.066950518719720094e+03,6.066747830016597618e+03,6.066548966378752993e+03,6.066353708488867596e+03,6.066161860022402834e+03,6.065973246070702771e+03,6.065787711569456405e+03,6.065605119755135092e+03,6.065425350666587292e+03,6.065248299704530837e+03,6.065073876257942175e+03,6.064902002403345250e+03,6.064732611680541595e+03,6.064565647946357785e+03,6.064401064306448461e+03,6.064238822123990758e+03,6.064078890103199228e+03,6.063921243444925494e+03,6.063765863071146669e+03,6.063612734914824614e+03,6.063461849271455321e+03,6.063313200208561284e+03,6.063166785029361563e+03,6.063022603786951549e+03,6.062880658845410835e+03,6.062740954484438589e+03,6.062603496544247719e+03,6.062468292107647358e+03,6.062335349216438772e+03,6.062204676619415295e+03,6.062076283549470645e+03,6.061950179527455475e+03,6.061826374190641218e+03,6.061704877143778504e+03,6.061585697830869321e+03,6.061468845425956715e+03,6.061354328741295831e+03,6.061242156151436575e+03,6.061132335531804529e+03,6.061024874210461348e+03,6.060919778931822293e+03
