Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,101
1,999937.975,16.275,33.72,10.475,1.485,0.07,0.0,101
2,999924.42,16.16,37.855,19.68,1.76,0.125,0.0,101
3,999909.04,17.425,41.21,30.135,1.98,0.2,0.01,101
4,999892.265,20.335,43.42,41.385,2.275,0.31,0.01,101
5,999874.65,22.205,46.46,53.56,2.74,0.35,0.035,101
6,999855.865,25.22,49.05,66.22,3.145,0.455,0.045,101
7,999836.405,22.215,57.66,79.52,3.62,0.52,0.06,101
8,999813.61,25.0,60.875,95.67,4.1,0.66,0.085,101
9,999789.235,27.915,64.595,112.835,4.565,0.73,0.125,101
10,999763.275,22.22,77.745,130.915,4.865,0.815,0.165,101
11,999732.0,28.52,80.565,152.39,5.43,0.91,0.185,101
12,999699.565,31.39,86.35,175.225,6.17,1.075,0.225,101
13,999665.335,32.63,95.065,198.65,6.785,1.265,0.27,101
14,999626.995,31.435,106.97,225.305,7.54,1.43,0.325,101
15,999584.645,35.09,115.32,254.71,8.225,1.59,0.42,101
16,999538.12,43.605,120.37,286.555,9.105,1.705,0.54,101
17,999489.61,44.31,133.46,320.305,9.845,1.825,0.645,101
18,999435.65,49.64,143.75,357.37,10.885,1.94,0.765,101
19,999378.015,48.89,160.76,397.495,11.79,2.22,0.83,101
20,999313.7,59.15,169.05,441.875,12.85,2.425,0.95,101
21,999246.81,64.725,182.475,488.115,14.0,2.795,1.08,101
22,999173.85,76.75,190.795,539.015,15.235,3.15,1.205,101
23,999097.94,81.61,208.205,590.905,16.675,3.305,1.36,101
24,999015.145,93.005,220.4,648.445,17.75,3.69,1.565,101
25,998927.245,91.105,248.28,708.835,18.925,3.855,1.755,101
26,998827.04,103.19,264.57,778.305,20.58,4.36,1.955,101
27,998720.14,115.835,283.21,851.53,22.43,4.685,2.17,101
28,998606.395,128.635,302.485,930.895,24.16,5.025,2.405,101
29,998485.25,138.295,327.165,1015.145,26.005,5.46,2.68,101
30,998353.42,144.53,359.72,1105.155,28.235,5.97,2.97,101
31,998209.485,150.97,395.205,1204.145,30.27,6.655,3.27,101
32,998051.715,179.285,410.955,1314.105,33.21,7.125,3.605,101
33,997886.91,177.81,458.7,1428.92,35.93,7.725,4.005,101
34,997702.645,206.605,483.41,1555.845,38.555,8.64,4.3,101
35,997508.92,226.975,518.3,1690.09,41.7,9.32,4.695,101
36,997302.095,230.275,574.88,1832.75,44.77,10.105,5.125,101
37,997071.405,256.165,616.655,1990.69,48.7,10.8,5.585,101
38,996823.445,271.795,672.005,2162.29,52.63,11.78,6.055,101
39,996552.125,300.185,721.54,2349.495,57.33,12.57,6.755,101
40,996262.77,327.985,776.775,2549.33,62.215,13.54,7.385,101
41,995952.09,348.9,843.255,2766.435,66.79,14.43,8.1,101
42,995616.535,359.64,926.72,3000.755,72.295,15.25,8.805,101
43,995247.945,414.855,975.19,3257.7,78.215,16.48,9.615,101
44,994858.805,430.56,1068.735,3528.725,84.57,18.225,10.38,101
45,994431.79,465.56,1154.535,3825.23,91.785,19.71,11.39,101
46,993970.955,502.42,1249.355,4145.12,98.295,21.485,12.37,101
47,993471.4,536.41,1356.775,4492.54,106.2,23.21,13.465,101
48,992929.325,595.62,1454.25,4866.705,114.38,25.075,14.645,101
