Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,41
1,999938.38,15.86,34.02,10.215,1.475,0.05,0.0,41
2,999924.795,16.02,37.195,19.995,1.9,0.09,0.005,41
3,999909.015,17.86,40.075,30.57,2.305,0.165,0.01,41
4,999892.535,20.08,42.715,41.645,2.775,0.23,0.02,41
5,999875.42,21.995,45.715,53.4,3.13,0.305,0.035,41
6,999857.165,24.46,48.65,65.68,3.61,0.385,0.05,41
7,999837.64,22.145,56.74,78.95,3.92,0.53,0.075,41
8,999815.08,24.805,60.14,94.95,4.24,0.7,0.085,41
9,999790.965,27.615,64.075,111.575,4.815,0.84,0.115,41
10,999765.385,21.795,76.835,129.62,5.275,0.92,0.17,41
11,999734.43,27.86,79.535,151.135,5.805,1.015,0.22,41
12,999703.205,29.79,85.935,173.145,6.5,1.145,0.28,41
13,999668.125,32.795,93.265,197.16,7.035,1.27,0.35,41
14,999630.865,30.51,105.745,223.385,7.66,1.42,0.415,41
15,999588.45,34.7,113.88,252.51,8.395,1.6,0.465,41
16,999542.495,42.935,118.535,284.465,9.17,1.88,0.52,41
17,999495.155,42.765,131.665,317.46,10.225,2.115,0.615,41
18,999441.7,48.345,142.435,353.35,11.075,2.375,0.72,41
19,999385.165,47.01,159.27,393.24,12.01,2.415,0.89,41
20,999321.785,57.19,167.17,437.03,13.245,2.585,0.995,41
21,999255.01,63.635,180.23,482.935,14.14,2.925,1.125,41
22,999182.975,75.295,189.145,532.765,15.285,3.275,1.26,41
23,999107.22,80.545,206.11,584.91,16.16,3.67,1.385,41
24,999023.775,93.465,218.425,641.415,17.47,3.9,1.55,41
25,998935.95,91.425,245.37,702.79,18.56,4.195,1.71,41
26,998836.715,102.435,263.23,770.995,20.26,4.445,1.92,41
27,998730.19,115.165,280.945,844.675,22.2,4.625,2.2,41
28,998617.705,127.14,300.545,923.18,24.055,4.97,2.405,41
29,998496.69,137.72,323.785,1007.66,25.93,5.59,2.625,41
30,998367.54,141.52,356.57,1097.35,28.095,5.975,2.95,41
31,998224.695,148.42,390.55,1196.08,30.465,6.505,3.285,41
32,998066.945,178.715,406.35,1304.09,33.32,6.975,3.605,41
33,997905.135,175.185,455.24,1417.37,35.625,7.485,3.96,41
34,997721.2,205.93,478.855,1543.1,38.555,7.995,4.365,41
35,997529.425,224.555,514.83,1676.14,41.585,8.78,4.685,41
36,997322.995,229.47,570.48,1817.465,44.71,9.69,5.19,41
37,997094.7,254.005,611.195,1975.795,48.19,10.475,5.64,41
38,996850.495,267.705,667.215,2144.735,52.495,11.215,6.14,41
39,996583.885,294.225,716.535,2329.955,56.645,12.09,6.665,41
40,996298.225,321.915,770.515,2528.16,60.845,13.095,7.245,41
41,995988.97,345.395,836.625,2741.055,65.81,14.25,7.895,41
42,995653.585,359.595,918.325,2973.88,70.63,15.365,8.62,41
43,995289.485,410.6,969.765,3227.67,76.405,16.8,9.275,41
44,994902.265,427.13,1063.115,3496.85,82.645,17.89,10.105,41
45,994478.965,463.075,1146.435,3792.23,89.16,19.145,10.99,41
46,994021.08,501.01,1236.68,4111.72,96.88,20.755,11.875,41
47,993528.005,532.37,1344.735,4453.945,105.81,22.24,12.895,41
48,992989.94,590.91,1438.17,4828.19,114.64,24.185,13.965,41
49,992415.97,627.86,1564.175,5226.84,123.92,26.015,15.22,41
50,991791.515,677.16,1691.32,5660.9,134.285,28.455,16.365,41
51,991118.13,717.485,1838.385,6132.065,145.585,30.57,17.78,41
52,990386.21,778.085,1984.725,6640.7,157.595,33.41,19.275,41
53,989600.19,849.49,2132.73,7190.365,170.51,35.835,20.88,41
54,988754.19,946.95,2272.89,7780.405,184.385,38.53,22.65,41
55,987852.92,992.875,2478.165,8411.0,198.19,42.11,24.74,41
56,986869.395,1084.055,2661.335,9099.35,213.22,45.885,26.76,41
57,985816.57,1149.065,2885.535,9840.365,229.805,49.785,28.875,41
58,984672.58,1247.635,3105.09,10642.025,247.73,53.675,31.265,41
59,983446.99,1333.14,3355.35,11504.905,267.815,57.815,33.985,41
60,982125.315,1453.73,3595.31,12438.07,288.095,62.58,36.9,41
61,980706.795,1562.9,3876.51,13435.14,310.98,67.8,39.875,41
62,979181.26,1657.825,4198.855,14509.4,335.855,73.625,43.18,41
63,977533.58,1788.5,4515.21,15673.98,362.44,79.415,46.875,41
64,975757.645,1963.87,4821.23,16930.42,390.79,85.28,50.765,41
65,973876.235,2070.485,5216.21,18269.865,419.645,92.54,55.02,41
66,971833.77,2243.26,5593.135,19718.885,452.02,99.555,59.375,41
67,969649.435,2396.23,6029.45,21267.005,485.735,107.915,64.23,41
68,967308.47,2574.38,6466.425,22941.815,523.15,116.275,69.485,41
69,964797.105,2785.995,6917.81,24735.3,564.18,124.49,75.12,41
70,962112.61,2986.38,7424.635,26654.455,606.575,134.12,81.225,41
71,959247.73,3315.07,7838.845,28714.865,651.605,144.255,87.63,41
72,956222.35,3524.34,8413.23,30892.31,698.3,154.61,94.86,41
73,956075.945,677.49,9003.425,33226.12,748.715,166.07,102.235,41
74,955919.39,258.29,7006.9,35724.13,802.08,179.055,110.155,41
