Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,64
1,999937.455,16.77,33.895,10.365,1.47,0.045,0.0,64
2,999923.89,16.53,38.175,19.445,1.86,0.095,0.005,64
3,999908.615,17.68,40.95,30.345,2.225,0.18,0.005,64
4,999892.345,19.59,44.125,41.015,2.65,0.26,0.015,64
5,999874.595,22.15,47.085,52.69,3.11,0.345,0.025,64
6,999855.76,25.54,49.11,65.705,3.41,0.42,0.055,64
7,999835.71,23.025,57.48,79.365,3.815,0.525,0.08,64
8,999812.865,25.48,61.495,95.185,4.255,0.6,0.12,64
9,999787.98,28.59,65.855,112.205,4.555,0.67,0.145,64
10,999761.575,23.25,78.825,130.495,4.925,0.75,0.18,64
11,999729.805,29.66,81.895,151.805,5.68,0.955,0.2,64
12,999697.22,32.24,88.495,174.36,6.37,1.08,0.235,64
13,999662.485,33.995,96.235,198.825,6.97,1.205,0.285,64
14,999624.04,32.515,108.2,226.055,7.415,1.42,0.355,64
15,999580.36,37.18,116.365,255.905,8.16,1.625,0.405,64
16,999533.48,45.155,122.18,287.965,8.92,1.845,0.455,64
17,999484.135,46.375,135.37,321.795,9.835,1.945,0.545,64
18,999430.015,51.255,146.51,358.865,10.59,2.16,0.605,64
19,999370.925,51.725,163.265,399.305,11.615,2.44,0.725,64
20,999304.695,62.72,171.83,444.485,12.775,2.635,0.86,64
21,999235.265,69.6,185.035,492.375,13.935,2.81,0.98,64
22,999160.02,81.275,196.135,543.225,15.155,3.055,1.135,64
23,999081.09,86.44,213.15,598.26,16.44,3.32,1.3,64
24,998995.855,98.16,225.97,657.065,17.8,3.665,1.485,64
25,998904.765,97.28,252.935,720.145,19.095,4.11,1.67,64
26,998803.24,107.585,272.13,790.025,20.71,4.435,1.875,64
27,998694.525,119.895,290.995,865.245,22.385,4.87,2.085,64
28,998578.43,132.71,311.465,945.455,24.32,5.315,2.305,64
29,998454.42,143.38,335.46,1032.055,26.325,5.785,2.575,64
30,998320.1,150.115,367.385,1124.695,28.73,6.15,2.825,64
31,998173.935,155.87,402.03,1227.21,31.13,6.675,3.15,64
32,998013.985,183.56,419.925,1338.44,33.365,7.295,3.43,64
33,997845.725,184.165,467.36,1455.115,35.995,7.81,3.83,64
34,997658.935,213.195,491.65,1584.7,38.975,8.29,4.255,64
35,997462.28,232.52,527.545,1721.87,41.995,9.145,4.645,64
36,997251.255,236.945,582.62,1868.99,45.405,9.625,5.16,64
37,997017.71,263.32,622.28,2030.97,49.715,10.425,5.58,64
38,996767.99,277.32,679.755,2203.9,53.5,11.515,6.02,64
39,996497.365,302.8,730.15,2392.43,58.195,12.485,6.575,64
40,996204.54,333.54,782.11,2596.52,62.65,13.535,7.105,64
41,995893.45,352.71,849.835,2814.28,67.615,14.36,7.75,64
42,995553.675,367.32,931.475,3050.925,72.405,15.81,8.39,64
43,995179.345,425.675,980.565,3309.63,78.54,17.065,9.18,64
44,994788.38,440.0,1078.565,3580.13,84.335,18.49,10.1,64
45,994358.29,476.2,1163.8,3879.115,91.49,20.01,11.095,64
46,993894.005,514.625,1256.935,4200.655,100.065,21.61,12.105,64
47,993393.95,544.975,1366.43,4550.485,107.685,23.38,13.095,64
48,992848.825,605.13,1460.61,4929.59,116.73,24.88,14.235,64
49,992266.615,643.805,1586.48,5335.09,125.885,26.825,15.3,64
50,991634.77,693.85,1715.085,5774.775,135.685,29.305,16.53,64
51,990949.98,737.905,1864.615,6251.25,146.76,31.535,17.955,64
52,990209.58,795.975,2014.885,6767.215,158.825,33.945,19.575,64
53,989410.315,871.71,2162.805,7325.1,171.925,36.85,21.295,64
54,988549.405,973.22,2303.25,7925.935,184.945,40.145,23.1,64
55,987637.47,1014.11,2517.57,8562.565,199.935,43.455,24.895,64
56,986639.955,1108.625,2697.77,9264.29,215.475,46.995,26.89,64
57,985574.6,1175.11,2924.935,10013.31,232.33,50.625,29.09,64
58,984412.82,1279.395,3143.605,10826.715,250.3,55.67,31.495,64
59,983168.375,1367.085,3398.565,11703.735,268.705,59.375,34.16,64
60,981827.5,1489.77,3647.895,12643.51,290.535,63.675,37.115,64
61,980387.735,1603.855,3930.63,13656.845,311.74,68.975,40.22,64
62,978839.835,1701.17,4256.51,14747.285,337.24,74.46,43.5,64
63,977168.94,1836.805,4577.665,15925.395,363.9,80.29,47.005,64
64,975376.175,2008.835,4890.545,17193.05,394.495,85.81,51.09,64
65,973457.41,2135.87,5279.66,18555.5,424.295,91.78,55.485,64
66,971395.46,2302.13,5666.57,20019.655,457.38,98.72,60.085,64
67,969182.21,2458.305,6106.355,21589.295,492.245,107.055,64.535,64
68,966806.965,2643.185,6552.73,23281.105,531.48,114.95,69.585,64
69,964268.08,2853.255,7009.065,25097.75,572.77,123.605,75.475,64
70,961549.845,3057.145,7515.2,27047.35,615.34,133.66,81.46,64
71,958651.005,3356.755,7966.63,29131.095,662.36,143.915,88.24,64
72,955586.2,3567.72,8539.735,31346.175,709.78,155.32,95.07,64
73,955338.26,784.165,9128.875,33719.64,759.5,166.95,102.61,64
74,955074.11,383.455,7185.46,36254.655,811.825,179.875,110.62,64
75,954866.84,265.04,5459.03,38264.405,832.155,193.035,119.495,64
76,954708.215,198.175,4128.955,39803.915,826.21,205.33,129.2,64
77,954588.735,149.495,3119.135,40985.695,802.215,215.48,139.245,64
78,954497.915,112.975,2355.005,41895.615,765.4,223.06,150.03,64
79,954428.8,86.41,1776.87,42598.915,720.64,227.14,161.225,64
80,954377.8,63.845,1343.155,43140.275,674.205,228.505,172.215,64
81,954339.33,47.97,1012.355,43564.79,624.65,227.4,183.505,64
82,954309.49,37.135,763.635,43895.47,575.7,223.97,194.6,64
