Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,32
1,999937.62,16.7,33.845,10.39,1.405,0.04,0.0,32
2,999924.205,16.345,37.97,19.555,1.805,0.12,0.0,32
3,999908.755,17.595,41.47,29.815,2.145,0.215,0.005,32
4,999891.645,20.805,43.695,41.035,2.505,0.3,0.015,32
5,999874.475,22.205,47.06,52.875,2.985,0.375,0.025,32
6,999855.24,25.575,49.235,66.295,3.19,0.42,0.045,32
7,999835.745,22.44,58.2,79.505,3.575,0.46,0.075,32
8,999812.63,25.345,61.685,95.63,4.005,0.605,0.1,32
9,999787.555,28.675,65.715,112.895,4.32,0.725,0.115,32
10,999761.495,22.82,78.91,131.08,4.74,0.81,0.145,32
11,999729.46,29.71,81.76,152.615,5.345,0.925,0.185,32
12,999696.75,32.365,88.075,175.53,5.975,1.095,0.21,32
13,999660.95,35.23,95.885,199.69,6.77,1.21,0.265,32
14,999621.89,33.86,108.535,226.46,7.545,1.39,0.32,32
15,999578.695,37.35,117.26,256.59,8.22,1.47,0.415,32
16,999531.81,45.605,122.73,288.49,9.13,1.745,0.49,32
17,999481.955,47.185,136.04,322.095,10.22,1.985,0.52,32
18,999427.9,51.755,146.505,359.665,11.38,2.155,0.64,32
19,999368.78,52.02,163.935,399.915,12.115,2.495,0.74,32
20,999302.97,62.84,172.235,445.135,13.135,2.825,0.86,32
21,999233.87,68.85,185.545,493.3,14.455,2.975,1.005,32
22,999159.73,79.83,195.535,544.795,15.655,3.295,1.16,32
23,999081.5,85.485,212.255,599.12,16.87,3.475,1.295,32
24,998996.685,97.18,225.015,657.875,18.11,3.665,1.47,32
25,998906.12,96.415,252.555,719.86,19.39,4.03,1.63,32
26,998803.475,108.2,271.455,789.57,21.065,4.355,1.88,32
27,998694.47,120.51,290.515,864.75,22.975,4.68,2.1,32
28,998577.8,133.935,310.71,945.725,24.51,4.99,2.33,32
29,998453.165,144.51,335.85,1031.945,26.51,5.455,2.565,32
30,998318.84,150.29,368.945,1124.555,28.48,6.07,2.82,32
31,998170.225,158.595,404.175,1226.625,30.885,6.415,3.08,32
32,998010.145,185.015,422.73,1338.03,33.49,7.185,3.405,32
33,997839.795,186.045,471.94,1454.32,36.44,7.735,3.725,32
34,997651.455,215.715,495.81,1585.155,39.48,8.295,4.09,32
35,997453.295,235.115,532.95,1722.425,42.64,9.075,4.5,32
36,997239.66,241.625,588.13,1870.16,45.7,9.81,4.915,32
37,997003.69,267.72,629.855,2033.275,49.285,10.685,5.49,32
38,996752.015,282.54,686.735,2207.605,53.455,11.64,6.01,32
39,996477.335,310.145,738.03,2397.435,58.04,12.385,6.63,32
40,996182.915,339.19,792.775,2601.555,62.945,13.405,7.215,32
41,995866.725,360.635,860.555,2821.54,68.215,14.555,7.775,32
42,995521.885,377.075,944.985,3058.105,73.78,15.72,8.45,32
43,995143.92,432.725,995.49,3322.12,79.865,16.625,9.255,32
44,994748.375,446.835,1090.295,3600.405,85.865,18.22,10.005,32
45,994314.11,483.105,1176.74,3902.52,92.475,20.21,10.84,32
46,993846.04,521.36,1269.66,4230.03,99.51,21.59,11.81,32
47,993337.305,557.1,1379.445,4582.52,107.555,23.17,12.905,32
48,992786.905,615.005,1479.2,4963.055,116.61,25.2,14.025,32
49,992193.045,658.995,1608.58,5371.47,125.415,27.295,15.2,32
50,991552.0,708.815,1740.25,5817.47,135.405,29.63,16.43,32
51,990857.085,754.755,1889.06,6303.27,146.25,31.77,17.81,32
52,990105.62,816.025,2037.29,6829.2,158.355,34.145,19.365,32
53,989293.235,894.67,2191.21,7392.49,170.45,36.89,21.055,32
54,988425.245,990.84,2337.095,7998.225,185.645,40.155,22.795,32
55,987496.885,1039.46,2546.815,8648.66,200.295,43.235,24.65,32
56,986485.055,1132.675,2737.755,9354.0,217.0,46.6,26.915,32
57,985399.675,1205.425,2966.66,10113.685,235.17,50.08,29.305,32
58,984222.28,1308.485,3192.915,10937.385,252.97,54.25,31.715,32
59,982958.325,1399.51,3453.31,11822.16,273.07,59.27,34.355,32
60,981591.94,1527.975,3705.99,12778.43,294.475,64.05,37.14,32
61,980130.095,1642.125,3993.685,13806.865,317.37,69.605,40.255,32
62,978559.505,1740.97,4325.98,14912.13,342.555,75.405,43.455,32
63,976864.935,1876.545,4645.64,16115.305,369.65,80.895,47.03,32
64,975050.645,2047.38,4955.98,17409.035,399.08,86.635,51.245,32
65,973116.525,2163.87,5358.17,18783.385,428.935,93.59,55.525,32
66,971020.57,2343.505,5745.29,20266.105,462.88,101.64,60.01,32
67,968780.43,2498.68,6186.91,21860.595,498.49,109.825,65.07,32
68,966371.025,2692.215,6630.575,23579.135,538.585,117.945,70.52,32
69,963801.325,2900.415,7096.475,25418.12,579.69,127.535,76.44,32
70,961053.365,3100.11,7616.755,27387.045,621.87,138.055,82.8,32
71,958117.225,3402.445,8079.325,29494.755,668.7,147.67,89.88,32
72,955006.715,3622.315,8654.39,31742.58,717.54,159.27,97.19,32
73,954650.89,900.985,9256.935,34145.92,770.255,170.12,104.895,32
74,954269.56,517.74,7380.305,36713.805,822.395,183.1,113.095,32
75,953969.08,378.515,5711.785,38776.275,845.065,197.305,121.975,32
76,953734.36,291.875,4401.135,40389.175,842.055,209.335,132.065,32
77,953553.06,225.495,3387.96,41649.915,821.495,219.835,142.24,32
78,953413.215,173.94,2610.455,42635.29,786.195,228.135,152.77,32
79,953307.375,131.82,2011.515,43407.97,744.465,232.885,163.97,32
80,953225.29,101.62,1548.065,44017.505,697.71,234.39,175.42,32
81,953161.435,79.18,1193.485,44496.19,648.83,233.915,186.965,32
82,953112.28,61.1,919.35,44878.235,600.735,229.62,198.68,32
83,952999.72,121.7,708.245,45182.105,553.01,225.16,210.06,32
84,952912.62,105.74,607.93,45427.245,505.995,219.055,221.415,32
85,952837.36,91.035,524.1,45641.305,463.335,210.855,232.01,32
86,952772.0,79.015,452.07,45828.335,424.175,202.33,242.075,32
87,952716.23,68.12,389.715,45992.835,388.6,192.065,252.435,32
88,952667.665,58.965,336.14,46139.02,354.47,181.94,261.8,32
89,952626.255,50.385,289.14,46267.77,323.78,172.5,270.17,32
90,952590.9,42.935,248.935,46381.055,294.84,162.475,278.86,32
91,952560.525,36.79,215.195,46480.075,268.895,151.585,286.935,32
92,952533.93,32.01,185.28,46568.185,245.075,141.28,294.24,32
93,952498.985,39.845,159.725,46644.955,223.495,132.105,300.89,32
94,952468.67,36.615,147.215,46713.945,202.915,123.265,307.375,32
95,952440.605,33.445,136.39,46776.965,184.97,114.14,313.485,32
96,952415.135,30.7,126.065,46834.715,168.16,106.01,319.215,32
97,952391.26,28.61,115.77,46888.45,153.25,98.445,324.215,32
98,952368.66,26.82,106.565,46938.525,139.47,90.91,329.05,32
99,952348.48,24.205,99.14,46983.645,126.86,83.93,333.74,32
100,952330.015,21.97,91.81,47025.535,115.43,77.605,337.635,32
101,952312.725,20.55,84.505,47064.09,105.1,71.54,341.49,32
102,952296.5,19.29,77.645,47099.86,95.89,65.8,345.015,32
103,952282.275,17.22,72.165,47132.555,87.045,60.35,348.39,32
104,952268.825,16.085,66.365,47162.815,79.505,55.01,351.395,32
105,952256.87,14.23,60.815,47191.11,72.025,50.735,354.215,32
106,952245.21,13.67,55.525,47216.725,65.79,46.44,356.64,32
107,952234.935,12.41,50.865,47240.35,59.74,42.84,358.86,32
108,952225.475,11.215,46.945,47261.295,54.535,39.61,360.925,32
109,952216.685,10.505,43.1,47280.84,49.64,36.41,362.82,32
110,952208.655,9.565,39.645,47299.29,45.085,32.995,364.765,32
111,952200.95,9.26,36.235,47316.145,40.73,30.205,366.475,32
112,952194.06,8.27,34.02,47330.93,37.34,27.35,368.03,32
113,952187.74,7.44,31.595,47344.45,34.17,25.155,369.45,32
114,952181.72,7.205,28.685,47357.52,31.13,23.085,370.655,32
115,952176.3,6.495,26.795,47369.165,28.145,21.285,371.815,32
116,952171.37,5.95,24.405,47380.36,25.825,19.21,372.88,32
117,952166.665,5.555,22.295,47390.635,23.38,17.645,373.825,32
118,952162.405,4.965,20.965,47399.62,21.2,16.0,374.845,32
119,952154.28,8.875,19.265,47408.035,19.39,14.49,375.665,32
120,952146.805,8.775,21.27,47415.825,17.705,13.215,376.405,32
121,952138.635,9.5,22.69,47423.845,16.21,12.11,377.01,32
122,952129.84,10.11,24.66,47431.72,14.86,11.25,377.56,32
123,952120.385,10.96,26.015,47440.44,13.705,10.415,378.08,32
124,952110.735,11.375,27.72,47449.3,12.89,9.395,378.585,32
125,952100.175,12.295,29.56,47458.355,12.03,8.565,379.02,32
126,952088.65,13.365,31.34,47468.055,11.215,7.93,379.445,32
127,952077.045,13.61,34.07,47477.755,10.505,7.205,379.81,32
128,952064.255,14.97,35.845,47487.995,10.06,6.73,380.145,32
129,952050.71,15.595,38.27,47499.185,9.585,6.145,380.51,32
130,952036.28,16.775,40.595,47510.605,9.255,5.7,380.79,32
131,952020.795,17.805,43.695,47522.625,8.775,5.245,381.06,32
132,952004.3,19.235,46.36,47535.36,8.525,4.93,381.29,32
133,951986.735,20.445,49.545,47548.865,8.255,4.66,381.495,32
134,951967.555,22.075,52.745,47563.25,8.255,4.39,381.73,32
135,951947.355,23.305,56.7,47578.395,8.07,4.255,381.92,32
136,951926.28,24.695,60.415,47594.49,7.93,4.01,382.18,32
137,951902.97,27.11,64.04,47611.785,7.825,3.835,382.435,32
138,951878.155,28.865,69.1,47629.675,7.875,3.705,382.625,32
139,951851.245,31.455,73.735,47648.97,8.17,3.555,382.87,32
140,951823.05,33.195,78.95,47669.855,8.45,3.45,383.05,32
141,951792.675,35.475,84.34,47692.325,8.625,3.29,383.27,32
142,951760.275,37.615,90.555,47715.95,8.935,3.265,383.405,32
143,951725.975,39.81,97.12,47740.995,9.31,3.265,383.525,32
144,951688.86,42.97,103.905,47767.495,9.81,3.305,383.655,32
145,951649.34,46.03,110.625,47796.585,10.215,3.4,383.805,32
146,951607.795,48.34,117.74,47828.045,10.815,3.295,383.97,32
147,951563.97,50.95,124.47,47861.9,11.42,3.19,384.1,32
148,951517.04,54.495,132.15,47896.835,11.88,3.345,384.255,32
149,951466.345,58.945,141.15,47933.15,12.615,3.415,384.38,32
150,951412.465,62.835,150.61,47972.48,13.55,3.435,384.625,32
151,951354.64,67.325,160.575,48014.665,14.505,3.535,384.755,32
152,951293.945,70.875,172.36,48059.08,15.2,3.555,384.985,32
153,951228.96,75.855,182.73,48107.13,16.385,3.78,385.16,32
154,951159.085,81.59,194.625,48157.66,17.54,4.155,385.345,32
155,951085.01,86.21,208.43,48211.925,18.38,4.52,385.525,32
156,951003.825,94.065,221.745,48270.19,19.635,4.835,385.705,32
157,950918.39,99.505,237.81,48332.3,20.905,5.125,385.965,32
158,950827.67,105.535,254.475,48398.615,22.23,5.305,386.17,32
159,950730.835,112.26,271.04,48470.11,23.6,5.715,386.44,32
160,950627.885,120.175,288.47,48545.6,25.215,5.9,386.755,32
161,950517.935,128.225,308.735,48625.105,26.72,6.26,387.02,32
162,950400.0,137.65,329.25,48710.575,28.33,6.9,387.295,32
163,950274.215,146.305,351.65,48802.47,30.41,7.29,387.66,32
164,950140.775,155.775,374.94,48900.36,32.42,7.675,388.055,32
165,949997.725,166.865,400.325,49004.075,34.59,8.005,388.415,32
166,949844.76,178.09,426.815,49116.48,36.85,8.19,388.815,32
167,949682.035,189.06,456.165,49235.665,39.115,8.775,389.185,32
168,949508.34,201.185,487.61,49362.175,41.52,9.56,389.61,32
169,949321.375,217.3,517.885,49498.865,44.29,10.24,390.045,32
170,949124.505,229.285,555.545,49642.0,47.01,11.18,390.475,32
171,948913.335,244.875,592.645,49796.295,50.175,11.705,390.97,32
172,948688.015,261.8,632.65,49959.625,53.915,12.495,391.5,32
173,948447.185,280.015,674.035,50135.875,57.555,13.325,392.01,32
174,948191.48,297.89,720.365,50322.22,61.13,14.21,392.705,32
175,947915.865,321.38,766.15,50522.535,65.46,15.135,393.475,32
176,947623.525,341.085,819.68,50735.515,69.75,16.195,394.25,32
177,947313.61,361.175,874.775,50963.775,74.255,17.245,395.165,32
178,946981.96,385.895,931.215,51207.275,79.47,18.16,396.025,32
179,946626.79,413.51,990.985,51467.29,85.335,19.245,396.845,32
180,946248.795,440.035,1059.72,51741.855,90.965,20.915,397.715,32
181,945844.08,470.56,1133.34,52034.17,96.995,22.09,398.765,32
182,945414.05,500.09,1208.52,52350.105,103.875,23.45,399.91,32
183,944957.18,532.77,1288.135,52685.345,110.22,25.245,401.105,32
