Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,103
1,999937.36,16.97,33.73,10.415,1.455,0.07,0.0,103
2,999923.95,16.405,37.815,19.895,1.765,0.17,0.0,103
3,999908.425,17.735,41.16,30.365,2.115,0.18,0.02,103
4,999891.33,20.785,43.06,42.01,2.59,0.195,0.03,103
5,999874.585,21.575,46.68,53.835,2.995,0.29,0.04,103
6,999855.52,25.005,48.835,66.89,3.34,0.36,0.05,103
7,999836.005,22.16,57.38,80.28,3.635,0.48,0.06,103
8,999812.775,25.45,60.885,96.27,3.965,0.58,0.075,103
9,999788.735,27.925,64.69,113.43,4.41,0.705,0.105,103
10,999762.835,22.33,78.21,130.86,4.835,0.8,0.13,103
11,999731.44,28.92,81.35,151.905,5.34,0.885,0.16,103
12,999699.08,31.475,87.92,174.485,5.76,1.085,0.195,103
13,999663.21,34.56,95.69,198.59,6.565,1.15,0.235,103
14,999623.495,34.02,108.26,225.28,7.325,1.34,0.28,103
15,999580.23,37.82,116.32,255.675,8.08,1.565,0.31,103
16,999532.875,46.465,121.65,288.14,8.8,1.675,0.395,103
17,999483.325,47.495,135.665,321.485,9.665,1.9,0.465,103
18,999429.405,51.54,146.475,359.41,10.525,2.065,0.58,103
19,999370.97,50.89,163.995,399.575,11.58,2.345,0.645,103
20,999304.465,62.575,171.35,445.64,12.65,2.565,0.755,103
21,999235.775,68.515,184.79,493.505,13.68,2.88,0.855,103
22,999161.545,79.895,195.2,544.33,14.95,3.07,1.01,103
23,999083.65,85.085,212.295,598.12,16.42,3.29,1.14,103
24,998997.65,98.245,224.415,656.96,17.775,3.63,1.325,103
25,998907.9,95.705,253.18,718.525,19.12,4.09,1.48,103
26,998807.0,106.41,271.44,788.55,20.515,4.37,1.715,103
27,998698.03,119.455,289.76,863.86,22.31,4.65,1.935,103
28,998581.82,132.87,309.225,944.895,24.095,4.975,2.12,103
29,998458.705,142.705,333.655,1030.62,26.495,5.475,2.345,103
30,998326.42,147.015,365.5,1123.585,28.875,6.0,2.605,103
31,998179.88,154.77,400.525,1224.395,31.16,6.39,2.88,103
32,998019.295,184.4,416.805,1335.795,33.55,6.985,3.17,103
33,997853.725,181.635,464.635,1452.465,36.205,7.79,3.545,103
34,997667.065,211.885,488.05,1581.445,39.155,8.465,3.935,103
35,997471.57,231.01,525.715,1716.235,41.935,9.165,4.37,103
36,997261.365,236.76,578.895,1863.265,45.225,9.7,4.79,103
37,997028.42,262.155,620.59,2023.96,49.065,10.58,5.23,103
38,996780.865,274.855,678.13,2195.84,53.195,11.35,5.765,103
39,996509.825,302.785,727.135,2384.335,57.18,12.425,6.315,103
40,996220.325,330.87,781.02,2585.8,61.755,13.305,6.925,103
41,995908.295,352.95,847.625,2802.165,66.78,14.58,7.605,103
42,995569.68,366.835,930.88,3036.495,72.16,15.57,8.38,103
43,995198.92,421.525,980.365,3294.985,78.12,16.845,9.24,103
44,994806.665,438.29,1074.985,3567.42,84.48,18.055,10.105,103
45,994379.255,472.71,1160.58,3865.635,91.33,19.385,11.105,103
46,993917.995,509.5,1252.05,4189.005,97.94,21.39,12.12,103
47,993416.43,545.395,1358.175,4538.285,105.575,22.95,13.19,103
48,992871.67,605.36,1454.065,4915.39,114.385,24.725,14.405,103
49,992290.045,643.33,1580.205,5319.88,124.22,26.695,15.625,103
50,991663.205,688.915,1709.545,5758.26,134.415,28.705,16.955,103
51,990983.155,732.575,1857.57,6231.935,145.44,30.94,18.385,103
52,990244.27,792.68,2003.6,6748.77,157.625,33.25,19.805,103
53,989443.665,872.045,2152.955,7303.645,170.185,35.955,21.55,103
54,988587.07,969.075,2295.865,7902.955,182.73,39.055,23.25,103
55,987675.03,1014.215,2505.64,8540.795,197.135,41.995,25.19,103
56,986681.89,1103.95,2691.51,9237.14,212.805,45.31,27.395,103
57,985609.3,1180.425,2919.65,9982.03,229.78,49.045,29.77,103
58,984451.55,1279.165,3144.205,10790.915,248.675,53.305,32.185,103
59,983212.74,1364.63,3400.215,11660.71,269.34,57.615,34.75,103
60,981872.295,1488.43,3644.365,12604.505,290.725,62.13,37.55,103
61,980433.785,1602.54,3925.76,13615.635,314.415,67.22,40.645,103
62,978886.425,1702.86,4253.71,14701.68,339.455,71.995,43.875,103
63,977213.53,1839.22,4575.995,15879.67,366.085,78.165,47.335,103
64,975416.765,2016.395,4887.36,17149.235,394.245,84.885,51.115,103
65,973501.845,2134.46,5287.14,18504.24,425.385,91.675,55.255,103
66,971426.245,2313.73,5670.28,19973.165,457.205,99.735,59.64,103
67,969212.28,2465.28,6111.57,21547.495,490.865,108.09,64.42,103
68,966828.03,2656.37,6557.635,23242.715,529.16,116.24,69.85,103
69,964288.955,2856.56,7020.285,25063.44,570.05,125.29,75.42,103
70,961571.915,3055.38,7531.025,27010.295,615.32,134.625,81.44,103
71,958656.725,3376.67,7973.33,29098.5,662.31,144.49,87.975,103
72,955590.645,3572.91,8563.785,31312.305,710.215,155.08,95.06,103
73,955405.94,723.815,9144.425,33695.19,760.765,167.145,102.72,103
74,955208.235,304.815,7146.6,36234.01,815.4,179.835,111.105,103
75,955055.68,198.52,5361.77,38234.28,835.94,193.585,120.225,103
76,954940.73,144.665,3994.985,39755.45,829.385,205.215,129.57,103
77,954854.855,108.085,2975.55,40902.22,803.74,215.975,139.575,103
78,954791.47,79.485,2216.9,41774.675,763.985,223.01,150.475,103
79,954744.235,59.325,1650.635,42437.905,719.66,226.605,161.635,103
80,954708.215,44.9,1231.325,42943.935,669.415,229.38,172.83,103
81,954681.74,33.555,916.37,43337.355,618.655,227.88,184.445,103
82,954662.14,24.765,684.34,43641.005,568.915,223.27,195.565,103
83,954647.23,18.675,510.405,43879.365,520.585,217.33,206.41,103
84,954636.185,14.075,381.045,44065.59,475.735,210.32,217.05,103
85,954628.17,9.965,285.27,44214.73,433.255,200.955,227.655,103
86,954622.125,7.54,211.145,44336.29,393.645,191.85,237.405,103
87,954617.595,5.715,157.715,44433.54,356.75,181.865,246.82,103
88,954614.35,4.12,118.105,44513.72,322.73,171.395,255.58,103
89,954611.885,3.105,87.865,44579.795,291.85,161.635,263.865,103
90,954609.905,2.395,65.54,44635.62,262.37,152.305,271.865,103
91,954608.365,1.955,49.06,44682.115,237.085,141.85,279.57,103
92,954607.325,1.3,36.455,44722.365,214.315,131.705,286.535,103
