Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,45
1,999937.415,16.825,33.74,10.595,1.36,0.065,0.0,45
2,999923.475,16.745,38.01,19.955,1.675,0.14,0.0,45
3,999908.38,17.285,41.62,30.39,2.15,0.155,0.02,45
4,999892.05,19.895,43.41,41.75,2.63,0.245,0.02,45
5,999874.41,22.22,46.415,53.56,3.065,0.3,0.03,45
6,999855.76,25.04,49.15,66.22,3.32,0.47,0.04,45
7,999835.995,22.515,57.075,80.02,3.745,0.575,0.075,45
8,999813.47,24.93,60.905,95.72,4.24,0.64,0.095,45
9,999789.09,28.06,64.965,112.27,4.79,0.71,0.115,45
10,999763.255,22.395,78.175,130.045,5.115,0.87,0.145,45
11,999732.845,27.735,80.86,151.48,5.92,0.97,0.19,45
12,999700.415,30.91,87.26,173.45,6.565,1.17,0.23,45
13,999665.355,33.605,95.07,196.99,7.345,1.36,0.275,45
14,999626.755,32.31,107.49,223.72,7.925,1.43,0.37,45
15,999584.205,35.89,115.8,253.505,8.575,1.585,0.44,45
16,999537.785,44.3,120.205,285.85,9.56,1.785,0.515,45
17,999489.545,44.695,134.02,318.71,10.33,2.125,0.575,45
18,999436.005,49.525,144.03,356.16,11.31,2.26,0.71,45
19,999377.46,49.62,161.15,396.175,12.355,2.395,0.845,45
20,999313.165,59.54,169.2,440.935,13.495,2.71,0.955,45
21,999245.775,65.47,181.95,488.28,14.535,2.91,1.08,45
22,999173.18,76.295,192.845,537.745,15.555,3.09,1.29,45
23,999094.29,84.23,208.305,591.43,16.805,3.495,1.445,45
24,999010.425,95.565,221.15,649.235,18.105,3.9,1.62,45
25,998922.32,92.49,249.31,710.23,19.745,4.04,1.865,45
26,998822.655,103.09,266.8,779.95,21.18,4.315,2.01,45
27,998716.2,115.595,283.745,854.805,22.79,4.675,2.19,45
28,998603.005,128.065,304.27,932.61,24.42,5.24,2.39,45
29,998482.81,137.015,328.79,1016.665,26.51,5.555,2.655,45
30,998351.285,143.835,358.505,1109.085,28.475,5.89,2.925,45
31,998207.67,150.175,393.695,1208.075,30.785,6.345,3.255,45
32,998049.05,180.205,409.76,1317.625,32.965,6.875,3.52,45
33,997884.305,178.545,460.595,1429.45,35.62,7.56,3.925,45
34,997699.44,209.005,481.95,1558.475,38.83,7.97,4.33,45
35,997505.29,228.315,518.46,1692.945,41.69,8.665,4.635,45
36,997299.095,230.955,573.77,1836.385,45.315,9.385,5.095,45
37,997071.34,254.57,612.585,1996.745,49.09,10.095,5.575,45
38,996824.49,271.08,667.475,2167.005,52.92,10.925,6.105,45
39,996557.27,296.23,717.945,2352.99,56.95,12.015,6.6,45
40,996269.82,325.14,771.675,2551.27,61.95,13.02,7.125,45
41,995962.59,344.9,839.665,2763.505,67.38,14.235,7.725,45
42,995628.29,358.46,918.465,2998.205,72.59,15.53,8.46,45
43,995260.125,413.875,968.105,3253.71,78.13,16.765,9.29,45
44,994873.335,428.67,1063.26,3521.96,84.58,17.955,10.24,45
45,994447.69,465.425,1147.155,3817.36,91.655,19.635,11.08,45
46,993988.08,503.375,1240.305,4135.82,99.215,21.31,11.895,45
47,993495.09,532.805,1348.835,4479.86,107.595,23.01,12.805,45
48,992953.78,594.67,1440.58,4856.34,116.065,24.7,13.865,45
49,992376.065,632.965,1567.55,5256.23,125.39,26.615,15.185,45
50,991751.235,680.31,1697.42,5690.37,135.005,29.265,16.395,45
51,991077.745,718.5,1848.95,6159.985,145.445,31.71,17.665,45
52,990341.23,781.41,1993.76,6673.27,157.17,33.86,19.3,45
53,989548.685,855.24,2140.725,7227.91,170.045,36.285,21.11,45
54,988699.245,952.2,2278.915,7823.785,183.81,39.06,22.985,45
55,987795.75,994.645,2488.775,8455.88,197.635,42.445,24.87,45
56,986806.69,1088.475,2673.53,9144.72,213.585,46.03,26.97,45
57,985746.47,1156.125,2902.175,9885.525,230.8,49.63,29.275,45
58,984599.08,1252.785,3125.185,10688.01,249.6,53.735,31.605,45
59,983363.21,1342.73,3378.815,11553.615,269.415,57.895,34.32,45
60,982035.475,1460.23,3624.165,12489.755,290.22,62.905,37.25,45
61,980608.91,1572.945,3904.315,13493.86,312.46,67.13,40.38,45
62,979072.355,1670.47,4228.68,14575.26,336.79,72.69,43.755,45
63,977406.995,1809.145,4546.295,15748.62,363.57,77.97,47.405,45
64,975623.395,1982.485,4856.62,17010.22,392.175,83.925,51.18,45
65,973722.555,2100.215,5251.89,18358.065,420.92,91.0,55.355,45
66,971671.05,2270.09,5632.13,19814.67,454.025,98.2,59.835,45
67,969476.265,2419.765,6070.41,21373.165,489.65,105.95,64.795,45
68,967117.825,2605.05,6505.355,23059.865,527.64,114.3,69.965,45
69,964587.735,2822.225,6955.94,24866.74,567.67,124.28,75.41,45
70,961898.59,3008.205,7466.925,26800.085,610.865,134.065,81.265,45
71,959016.12,3335.17,7887.67,28873.79,655.65,143.61,87.99,45
72,955980.555,3538.35,8468.485,31058.84,704.55,154.405,94.815,45
73,955875.055,638.255,9050.31,33413.92,754.43,165.69,102.34,45
74,955763.23,208.04,7006.14,35926.705,806.185,179.375,110.325,45
75,955676.4,118.9,5177.265,37890.525,824.55,192.965,119.395,45
76,955613.15,81.26,3795.32,39361.59,814.32,205.605,128.755,45
77,955566.315,58.895,2779.515,40453.76,787.53,214.655,139.33,45
78,955532.465,43.08,2035.78,41268.61,748.81,221.1,150.155,45
79,955507.655,31.27,1491.165,41881.92,702.625,224.16,161.205,45
80,955489.99,22.345,1091.29,42346.205,652.465,225.875,171.83,45
81,955476.705,16.695,797.645,42699.77,601.48,224.875,182.83,45
82,955466.81,12.52,584.735,42970.04,551.18,220.775,193.94,45
83,955458.395,10.425,428.58,43179.045,504.12,214.705,204.73,45
84,955452.2,7.73,314.945,43344.23,458.78,206.43,215.685,45
85,955447.555,5.79,232.03,43474.08,417.055,197.545,225.945,45
86,955444.365,4.125,171.45,43578.665,377.76,188.1,235.535,45
87,955441.91,3.055,126.09,43664.06,342.29,177.66,244.935,45
88,955440.18,2.165,92.64,43733.87,309.805,168.095,253.245,45
89,955438.875,1.59,67.98,43792.605,280.035,157.575,261.34,45
90,955437.965,1.165,49.62,43842.145,252.415,147.695,268.995,45
91,955437.17,0.98,36.54,43884.225,226.88,138.08,276.125,45
92,955436.615,0.71,26.755,43920.75,203.825,128.225,283.12,45
93,955436.23,0.47,19.75,43951.165,184.15,118.795,289.44,45
94,955435.93,0.36,14.285,43978.75,165.455,109.905,295.315,45
95,955435.735,0.245,10.475,44002.87,148.76,101.57,300.345,45
96,955435.56,0.205,7.87,44024.025,133.64,93.26,305.44,45
97,955435.44,0.17,5.835,44042.715,120.04,85.665,310.135,45
98,955435.365,0.095,4.355,44059.41,107.84,78.765,314.17,45
99,955435.31,0.065,3.205,44073.765,97.76,72.045,317.85,45
100,955435.27,0.05,2.34,44087.39,87.855,65.72,321.375,45
