Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,12
1,999938.175,16.12,33.805,10.475,1.37,0.055,0.0,12
2,999924.345,16.49,37.575,19.79,1.675,0.12,0.005,12
3,999909.375,17.04,41.365,29.945,2.08,0.185,0.01,12
4,999892.52,20.02,43.59,41.145,2.445,0.26,0.02,12
5,999875.15,21.98,46.715,52.915,2.89,0.31,0.04,12
6,999856.095,25.52,48.72,65.9,3.34,0.365,0.06,12
7,999836.605,22.71,57.285,79.13,3.665,0.535,0.07,12
8,999813.555,25.62,61.46,94.5,4.13,0.625,0.11,12
9,999789.585,27.86,65.52,111.525,4.655,0.72,0.135,12
10,999763.515,22.42,78.32,129.71,5.03,0.845,0.16,12
11,999732.075,28.835,81.19,151.025,5.68,0.995,0.2,12
12,999699.57,31.64,87.53,173.475,6.395,1.155,0.235,12
13,999664.53,33.94,94.995,198.04,6.87,1.33,0.295,12
14,999626.0,32.62,107.435,224.56,7.51,1.51,0.365,12
15,999582.405,37.175,116.15,253.875,8.3,1.67,0.425,12
16,999535.2,45.78,121.555,285.99,9.13,1.84,0.505,12
17,999486.94,45.835,135.365,319.43,9.85,2.005,0.575,12
18,999432.41,51.485,145.725,356.785,10.735,2.2,0.66,12
19,999374.755,50.335,162.635,397.18,11.915,2.42,0.76,12
20,999308.95,61.725,170.55,442.17,13.08,2.655,0.87,12
21,999240.43,67.905,183.235,490.34,14.235,2.89,0.965,12
22,999167.77,78.095,193.925,540.595,15.39,3.095,1.13,12
23,999089.435,84.6,209.775,594.775,16.65,3.475,1.29,12
24,999005.1,96.415,222.915,652.27,18.01,3.805,1.485,12
25,998915.835,94.83,249.21,714.74,19.585,4.15,1.65,12
26,998816.24,104.63,267.73,783.52,21.44,4.635,1.805,12
27,998709.66,116.495,285.485,858.195,23.125,5.01,2.03,12
28,998595.585,129.41,305.805,936.395,25.025,5.43,2.35,12
29,998474.72,138.87,330.46,1020.44,27.04,5.805,2.665,12
30,998343.765,144.335,361.005,1112.48,29.14,6.3,2.975,12
31,998199.23,151.59,395.705,1212.075,31.275,6.915,3.21,12
32,998040.87,180.38,412.245,1321.46,34.195,7.295,3.555,12
33,997875.09,179.545,460.91,1435.955,36.74,7.82,3.94,12
34,997690.34,208.975,483.94,1564.165,39.825,8.46,4.295,12
35,997495.47,229.24,520.11,1698.4,42.84,9.3,4.64,12
36,997287.5,233.715,575.355,1842.475,45.895,9.99,5.07,12
37,997056.515,259.55,617.385,2000.625,49.52,10.84,5.565,12
38,996809.155,274.9,672.65,2172.21,53.42,11.615,6.05,12
39,996540.41,300.125,722.49,2360.06,57.76,12.57,6.585,12
40,996251.935,327.79,777.26,2560.29,62.055,13.36,7.31,12
41,995942.125,348.24,844.285,2776.0,66.905,14.42,8.025,12
42,995605.12,362.755,924.495,3010.905,72.26,15.665,8.8,12
43,995235.005,418.845,974.99,3267.11,77.77,16.64,9.64,12
