Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,56
1,999937.955,16.375,33.51,10.585,1.515,0.06,0.0,56
2,999924.005,16.765,37.945,19.37,1.775,0.14,0.0,56
3,999908.76,17.72,41.435,29.7,2.175,0.205,0.005,56
4,999892.05,20.29,43.645,41.165,2.565,0.255,0.03,56
5,999874.41,22.445,46.91,52.915,2.955,0.32,0.045,56
6,999855.91,25.02,49.72,65.515,3.305,0.48,0.05,56
7,999835.925,22.695,57.735,79.27,3.715,0.585,0.075,56
8,999812.775,25.63,61.145,95.505,4.19,0.63,0.125,56
9,999788.725,27.545,65.81,112.53,4.475,0.775,0.14,56
10,999762.35,22.555,78.74,130.33,4.97,0.875,0.18,56
11,999730.95,28.83,81.02,152.24,5.73,1.005,0.225,56
12,999698.345,31.83,87.68,174.46,6.29,1.12,0.275,56
13,999663.505,33.58,95.875,198.465,6.94,1.305,0.33,56
14,999624.765,32.36,108.81,224.575,7.685,1.43,0.375,56
15,999580.47,37.62,116.725,254.745,8.365,1.63,0.445,56
16,999533.89,45.215,122.74,286.64,9.185,1.815,0.515,56
17,999484.58,46.25,136.085,320.36,10.075,2.07,0.58,56
18,999429.995,51.5,146.91,357.83,10.79,2.24,0.735,56
19,999372.025,50.13,164.015,398.805,11.72,2.44,0.865,56
20,999305.435,62.36,171.665,444.19,12.83,2.53,0.99,56
21,999236.97,68.045,185.495,491.585,14.085,2.715,1.105,56
22,999161.96,80.185,195.705,542.72,15.23,3.0,1.2,56
23,999083.56,85.535,212.925,596.9,16.435,3.26,1.385,56
24,998998.09,97.99,225.11,655.8,17.93,3.525,1.555,56
25,998906.885,96.935,253.03,718.095,19.465,3.845,1.745,56
26,998805.35,107.63,271.46,788.225,21.065,4.285,1.985,56
27,998697.205,119.83,289.665,863.45,22.93,4.715,2.205,56
28,998581.38,132.69,310.805,942.83,24.735,5.105,2.455,56
29,998456.485,144.17,335.205,1029.415,26.63,5.405,2.69,56
30,998322.55,149.66,367.365,1122.805,28.815,5.83,2.975,56
31,998174.91,157.385,403.44,1223.23,31.435,6.305,3.295,56
32,998012.415,187.085,421.615,1334.195,34.26,6.86,3.57,56
33,997844.1,186.205,470.545,1450.55,37.08,7.685,3.835,56
34,997653.565,218.39,495.215,1580.37,39.94,8.335,4.185,56
35,997456.05,235.575,534.635,1717.135,42.89,9.22,4.495,56
36,997241.795,242.87,588.955,1865.12,46.44,9.805,5.015,56
37,997004.645,269.72,630.455,2028.8,49.895,11.005,5.48,56
38,996753.27,283.905,686.62,2204.685,53.915,11.58,6.025,56
39,996478.35,311.375,737.47,2395.215,58.225,12.765,6.6,56
40,996182.34,341.635,792.385,2599.33,63.495,13.555,7.26,56
41,995864.53,363.965,859.835,2820.605,68.495,14.505,8.065,56
42,995519.67,378.92,943.59,3059.785,73.395,15.84,8.8,56
43,995140.635,435.885,996.025,3320.91,80.005,16.905,9.635,56
44,994740.845,452.915,1093.09,3597.91,86.375,18.4,10.465,56
45,994303.26,489.905,1181.765,3899.905,93.77,19.955,11.44,56
46,993830.425,529.695,1274.42,4229.53,102.045,21.585,12.3,56
47,993324.29,560.095,1386.505,4582.215,110.24,23.33,13.325,56
48,992771.03,621.415,1483.01,4965.05,119.595,25.44,14.46,56
49,992179.28,660.815,1610.035,5377.1,129.675,27.37,15.725,56
50,991535.25,714.28,1741.09,5823.6,138.705,29.985,17.09,56
51,990840.395,757.92,1894.92,6306.525,149.185,32.425,18.63,56
52,990085.18,822.3,2044.885,6831.32,161.24,34.825,20.25,56
53,989273.94,897.075,2196.005,7399.305,174.29,37.535,21.85,56
54,988402.735,993.535,2343.57,8007.32,188.355,40.64,23.845,56
55,987472.55,1042.905,2555.145,8655.995,203.045,44.475,25.885,56
56,986461.93,1134.895,2744.145,9363.7,219.49,47.78,28.06,56
57,985375.315,1208.37,2971.58,10126.895,235.785,51.62,30.435,56
58,984197.5,1312.865,3196.465,10949.95,254.78,55.655,32.785,56
59,982933.505,1403.415,3456.6,11836.565,274.955,59.345,35.615,56
60,981566.63,1531.3,3705.05,12797.03,297.66,63.92,38.41,56
61,980107.805,1644.53,3990.21,13826.535,320.145,69.105,41.67,56
62,978537.61,1745.445,4317.36,14934.505,345.49,74.525,45.065,56
63,976840.825,1884.98,4634.895,16137.18,372.575,80.92,48.625,56
64,975025.135,2053.93,4957.045,17423.19,400.535,87.52,52.645,56
65,973083.655,2179.0,5355.84,18798.095,431.995,94.415,57.0,56
66,970994.795,2347.38,5746.54,20283.885,463.745,102.02,61.635,56
67,968757.425,2502.975,6187.23,21876.57,499.48,109.925,66.395,56
68,966350.73,2695.09,6634.24,23591.555,537.59,118.82,71.975,56
69,963775.38,2910.3,7095.705,25433.69,578.965,128.275,77.685,56
70,961027.96,3110.135,7614.395,27403.745,622.07,137.385,84.31,56
71,958081.315,3415.045,8080.155,29516.435,668.58,147.465,91.005,56
72,954970.26,3626.68,8664.34,31765.705,716.31,158.28,98.425,56
73,954818.49,699.7,9269.51,34168.35,767.455,170.145,106.35,56
74,954658.31,265.655,7211.425,36742.835,824.32,183.025,114.43,56
75,954532.78,166.035,5373.145,38764.875,843.25,196.42,123.495,56
76,954439.905,117.685,3980.735,40285.31,834.435,209.03,132.9,56
77,954369.975,88.095,2939.495,41433.72,807.43,218.14,143.145,56
78,954318.705,64.68,2172.35,42296.05,768.805,225.295,154.115,56
79,954279.985,48.865,1607.595,42947.195,721.145,230.11,165.105,56
80,954251.97,35.68,1187.86,43445.44,671.985,230.75,176.315,56
81,954231.18,25.93,878.89,43826.845,620.11,229.445,187.6,56
82,954215.415,19.755,649.715,44120.62,570.45,225.035,199.01,56
83,954182.735,35.585,481.65,44348.01,522.805,219.465,209.75,56
84,954158.16,29.98,374.35,44528.605,476.765,211.81,220.33,56
85,954138.395,24.225,293.5,44676.64,433.04,203.7,230.5,56
86,954123.705,18.275,230.595,44799.01,393.465,194.405,240.545,56
87,954111.98,14.43,179.825,44902.84,357.1,183.85,249.975,56
88,954102.775,11.465,140.87,44989.815,323.06,173.41,258.605,56
89,954095.45,9.21,110.235,45061.825,292.615,163.675,266.99,56
90,954089.74,7.045,86.075,45123.65,264.57,153.66,275.26,56
91,954085.36,5.43,67.11,45177.19,238.74,143.455,282.715,56
92,954081.58,4.68,52.62,45222.2,215.715,133.6,289.605,56
93,954078.53,3.865,41.595,45261.025,194.785,123.825,296.375,56
94,954075.915,3.22,32.555,45294.835,176.12,114.98,302.375,56
95,954073.955,2.475,25.78,45324.43,159.035,106.275,308.05,56
96,954072.525,1.845,20.385,45350.785,143.2,98.1,313.16,56
97,954071.35,1.47,16.155,45373.765,129.14,90.17,317.95,56
98,954070.245,1.37,12.86,45394.555,116.29,82.43,322.25,56
99,954069.38,1.08,10.36,45412.84,104.785,75.28,326.275,56
100,954068.73,0.815,8.35,45428.645,94.46,68.975,330.025,56
101,954068.315,0.545,6.575,45442.97,85.22,63.12,333.255,56
102,954067.895,0.52,5.2,45455.615,76.42,57.785,336.565,56
103,954067.575,0.4,4.08,45467.095,68.915,52.66,339.275,56
104,954067.255,0.37,3.25,45476.975,62.135,48.21,341.805,56
105,954067.105,0.175,2.7,45485.81,56.115,44.025,344.07,56
106,954066.985,0.14,2.115,45494.325,50.285,39.99,346.16,56
107,954066.88,0.145,1.625,45501.805,45.395,36.025,348.125,56
108,954066.79,0.115,1.29,45508.295,40.935,32.695,349.88,56
109,954066.72,0.095,0.97,45514.38,36.45,29.84,351.545,56
110,954066.665,0.075,0.76,45519.55,32.755,27.205,352.99,56
111,954066.625,0.06,0.61,45523.975,29.575,24.935,354.22,56
112,954066.59,0.055,0.44,45528.26,26.615,22.65,355.39,56
113,954066.575,0.025,0.38,45532.155,23.985,20.405,356.475,56
114,954066.545,0.035,0.25,45535.595,21.525,18.56,357.49,56
115,954066.525,0.025,0.22,45538.875,19.335,16.6,358.42,56
116,954066.52,0.01,0.18,45541.81,17.3,15.0,359.18,56
117,954066.5,0.02,0.135,45544.345,15.655,13.38,359.965,56
118,954066.495,0.01,0.105,45546.535,14.135,12.165,360.555,56
119,954066.46,0.035,0.095,45548.64,12.63,10.91,361.23,56
120,954066.43,0.045,0.075,45550.425,11.285,9.975,361.765,56
121,954066.385,0.045,0.085,45552.18,10.115,8.98,362.21,56
122,954066.355,0.035,0.1,45553.755,8.94,8.08,362.735,56
123,954066.32,0.045,0.095,45555.03,8.12,7.3,363.09,56
124,954066.25,0.075,0.1,45556.305,7.315,6.455,363.5,56
125,954066.225,0.05,0.12,45557.47,6.555,5.76,363.82,56
126,954066.205,0.025,0.135,45558.45,5.905,5.15,364.13,56
127,954066.16,0.055,0.11,45559.37,5.29,4.585,364.43,56
128,954066.13,0.035,0.135,45560.095,4.745,4.225,364.635,56
129,954066.07,0.06,0.135,45560.745,4.28,3.865,364.845,56
130,954066.025,0.055,0.13,45561.5,3.825,3.425,365.04,56
131,954065.93,0.095,0.17,45561.995,3.515,3.09,365.205,56
132,954065.845,0.1,0.185,45562.505,3.185,2.81,365.37,56
133,954065.76,0.095,0.21,45562.965,2.885,2.57,365.515,56
134,954065.655,0.125,0.225,45563.42,2.65,2.29,365.635,56
135,954065.545,0.13,0.27,45563.915,2.425,1.99,365.725,56
136,954065.48,0.09,0.32,45564.305,2.185,1.795,365.825,56
137,954065.41,0.085,0.3,45564.685,1.975,1.645,365.9,56
138,954065.28,0.14,0.29,45564.995,1.815,1.485,365.995,56
139,954065.14,0.15,0.36,45565.32,1.59,1.405,366.035,56
140,954065.015,0.15,0.345,45565.68,1.41,1.29,366.11,56
