Date,S,E,I,R,H,C,D,index
0,999953.0,8.0,38.0,0.0,1.0,0.0,0.0,84
1,999937.035,17.115,33.825,10.565,1.4,0.06,0.0,84
2,999923.595,16.29,38.455,19.875,1.665,0.115,0.005,84
3,999908.445,17.33,41.77,30.095,2.145,0.2,0.015,84
4,999891.33,20.64,43.38,41.805,2.535,0.285,0.025,84
5,999874.515,21.875,46.545,53.735,2.89,0.385,0.055,84
6,999855.63,25.165,48.88,66.48,3.275,0.505,0.065,84
7,999836.075,22.415,57.335,79.8,3.69,0.6,0.085,84
8,999813.035,25.48,61.03,95.41,4.31,0.635,0.1,84
9,999788.175,28.57,65.58,112.08,4.63,0.85,0.115,84
10,999761.585,23.475,78.575,130.14,5.05,1.055,0.12,84
11,999729.85,29.74,81.435,152.005,5.72,1.09,0.16,84
12,999697.57,32.015,87.915,174.745,6.31,1.25,0.195,84
13,999661.955,34.8,95.475,199.18,6.95,1.37,0.27,84
14,999623.42,33.075,108.62,225.415,7.63,1.5,0.34,84
15,999579.385,37.97,116.065,255.95,8.54,1.675,0.415,84
16,999532.41,46.035,121.365,288.44,9.38,1.865,0.505,84
17,999483.3,46.46,135.89,321.445,10.235,2.08,0.59,84
18,999428.625,51.82,146.43,358.935,11.35,2.16,0.68,84
19,999368.5,52.805,163.275,399.87,12.36,2.38,0.81,84
20,999303.43,62.33,171.825,445.29,13.595,2.61,0.92,84
21,999234.365,68.76,185.655,492.47,14.815,2.87,1.065,84
22,999159.995,80.205,195.7,543.79,15.95,3.155,1.205,84
23,999081.885,85.62,212.275,598.38,17.0,3.51,1.33,84
24,998996.435,98.475,224.205,657.17,18.4,3.78,1.535,84
25,998906.83,96.42,250.86,720.12,19.92,4.085,1.765,84
26,998806.105,106.91,269.235,789.665,21.705,4.425,1.955,84
27,998698.11,118.77,288.945,863.44,23.81,4.75,2.175,84
28,998581.43,133.405,307.74,944.38,25.585,5.045,2.415,84
29,998458.035,143.09,334.325,1029.185,27.24,5.415,2.71,84
30,998323.385,150.42,366.605,1121.27,29.545,5.83,2.945,84
31,998176.685,157.745,401.39,1222.74,31.805,6.4,3.235,84
32,998016.695,184.75,420.4,1333.07,34.62,6.83,3.635,84
33,997848.12,185.84,467.215,1450.505,36.86,7.535,3.925,84
34,997658.69,216.885,492.25,1579.82,39.69,8.41,4.255,84
35,997461.9,234.745,530.875,1716.06,42.675,9.085,4.66,84
36,997248.09,242.12,585.025,1863.56,46.48,9.615,5.11,84
37,997013.57,266.735,629.185,2024.47,49.97,10.5,5.57,84
38,996761.59,282.22,685.39,2198.91,54.25,11.58,6.06,84
39,996487.25,310.06,735.3,2390.0,58.41,12.355,6.625,84
40,996193.275,339.075,790.025,2593.935,62.655,13.68,7.355,84
41,995877.89,360.24,857.48,2813.73,68.03,14.495,8.135,84
42,995533.895,377.18,939.08,3051.66,73.55,15.795,8.84,84
43,995160.01,429.86,991.11,3313.075,79.17,17.1,9.675,84
44,994767.02,444.27,1086.81,3587.915,85.185,18.295,10.505,84
45,994331.955,483.165,1172.96,3888.4,92.13,20.01,11.38,84
46,993864.89,520.62,1266.405,4214.665,99.735,21.3,12.385,84
47,993360.545,554.035,1376.005,4565.22,107.775,23.055,13.365,84
48,992813.955,610.97,1474.145,4944.71,116.665,25.19,14.365,84
49,992225.615,653.025,1600.78,5352.24,125.51,27.205,15.625,84
50,991588.655,703.47,1729.97,5796.085,135.215,29.605,17.0,84
51,990897.39,748.905,1882.79,6274.13,146.255,32.055,18.475,84
52,990148.275,811.435,2032.285,6795.985,157.17,34.725,20.125,84
53,989341.2,886.82,2182.43,7359.91,170.82,36.93,21.89,84
54,988471.145,989.2,2325.96,7965.44,184.81,39.785,23.66,84
55,987547.215,1034.085,2541.21,8609.43,199.295,43.035,25.73,84
56,986537.595,1130.645,2727.42,9313.69,216.605,46.095,27.95,84
57,985455.825,1202.145,2955.405,10072.93,233.765,49.645,30.285,84
58,984287.22,1300.485,3177.91,10894.68,253.47,53.515,32.72,84
59,983032.025,1389.665,3434.355,11777.565,273.35,57.65,35.39,84
60,981675.815,1514.58,3683.89,12730.225,294.725,62.42,38.345,84
61,980227.88,1622.235,3971.655,13751.1,317.77,68.21,41.15,84
62,978666.655,1723.45,4299.2,14849.555,342.865,73.92,44.355,84
63,976976.605,1864.66,4619.745,16040.305,370.435,80.045,48.205,84
64,975163.99,2040.445,4938.07,17320.06,399.33,85.835,52.27,84
65,973229.075,2164.075,5339.975,18687.35,429.655,93.285,56.585,84
66,971146.05,2333.39,5725.7,20169.035,464.1,100.42,61.305,84
67,968916.13,2486.72,6165.915,21757.025,499.41,108.535,66.265,84
68,966518.125,2676.535,6614.02,23465.745,537.02,116.83,71.725,84
69,963952.735,2887.09,7080.315,25298.37,577.725,126.215,77.55,84
70,961211.42,3088.315,7599.895,27259.58,621.41,135.685,83.695,84
71,958278.65,3396.775,8057.6,29363.72,666.505,146.435,90.315,84
72,955174.52,3615.365,8639.095,31600.66,715.31,157.64,97.41,84
73,955084.475,636.77,9239.685,33996.67,766.555,170.765,105.08,84
74,954987.165,194.135,7141.225,36557.615,822.575,183.685,113.6,84
75,954911.055,104.48,5264.215,38559.05,840.795,197.565,122.84,84
76,954855.155,71.735,3848.35,40051.895,831.095,209.55,132.22,84
77,954814.61,51.7,2810.235,41160.37,801.565,219.02,142.5,84
78,954784.615,37.64,2050.13,41987.475,761.81,224.92,153.41,84
79,954762.8,27.45,1495.655,42606.455,713.47,229.79,164.38,84
80,954747.03,19.75,1091.285,43072.875,663.135,230.32,175.605,84
81,954735.165,14.79,795.55,43426.85,611.685,229.425,186.535,84
82,954727.05,10.28,580.445,43699.54,559.635,225.295,197.755,84
83,954714.345,14.16,423.755,43908.7,511.03,219.275,208.735,84
84,954705.09,11.315,315.725,44071.58,465.92,211.04,219.33,84
85,954698.045,8.815,234.74,44202.785,423.76,202.35,229.505,84
86,954692.78,6.59,175.545,44309.845,383.55,192.25,239.44,84
87,954688.755,5.04,131.03,44397.66,346.875,181.86,248.78,84
88,954685.865,3.62,97.88,44469.355,314.345,170.87,258.065,84
89,954683.715,2.795,72.82,44530.11,284.275,160.185,266.1,84
90,954682.19,1.905,54.37,44581.315,257.025,149.355,273.84,84
91,954680.995,1.53,40.23,44625.15,231.805,139.61,280.68,84
92,954680.095,1.135,29.92,44662.61,208.81,130.08,287.35,84
93,954679.335,0.935,22.36,44694.95,188.355,120.25,293.815,84
94,954678.75,0.79,16.685,44723.705,169.505,110.715,299.85,84
95,954678.345,0.55,12.715,44748.315,152.65,102.335,305.09,84
96,954678.085,0.34,9.47,44770.395,137.585,94.025,310.1,84
97,954677.9,0.25,6.855,44790.34,123.525,86.385,314.745,84
98,954677.785,0.155,5.005,44807.71,110.99,79.525,318.83,84
99,954677.65,0.16,3.765,44822.775,99.79,73.1,322.76,84
100,954677.565,0.095,2.83,44836.45,89.7,67.0,326.36,84
101,954677.46,0.115,2.13,44848.92,80.27,61.465,329.64,84
102,954677.41,0.07,1.615,44859.64,72.41,56.235,332.62,84
103,954677.39,0.035,1.13,44869.89,65.335,50.865,335.355,84
104,954677.365,0.03,0.805,44878.995,58.55,46.365,337.89,84
