;score;beta_final;sigma_final;gamma_final;hp_final;hcr_final;pc_final;pd_final;pcr_final;s_final;t_final;beta_init;sigma_init;gamma_init;hp_init;hcr_init;pc_init;pd_init;pcr_init;s_init;t_init;w1;w2;w3;w4;w5;vw1;vw2;vw3;vw4;vw5;smoothing;optimizer;step_sizee;I_0
0;778.9310284601789;0.4017388285283547;0.8492487993892204;0.1981733911856893;0.08774420512290329;0.9116512887085114;0.01694130803642366;0.04630641293238076;0.001;0.7999430830253094;0.9465849301238454;0.8952500045064661;0.930761485604314;0.19369349485630347;0.369604558808694;0.4674651579873814;0.3292895339186112;0.8628666372181026;0.045081000404813186;0.7463916682573484;0.8782718729375542;1;1;1;1;1;3.0;3.0;3.0;3.0;3.0;False;LBFGSB;None;28.67559607161865
1;912.5303981926185;0.5413323334981704;0.21544453953080547;0.2356805144443187;0.02655731679492071;0.1925171461600744;0.06550371161733523;0.04719456446405699;0.2904529787995676;0.7354845253328505;0.7983539096216293;0.5189399680266459;0.20249087063283727;0.18058686772468927;0.20738864172285149;0.11711844627757485;0.11870605700513978;0.07147928299337071;0.2563962183603157;0.7784336008452656;0.7586722298409365;1;1;1;1;1;3.3185385638742684;2.9990658150044096;1.3847804275943862;3.8105171028503664;1.8901014428411345;False;LBFGSB;None;1.855287569573284
