;score;beta_final;sigma_final;gamma_final;hp_final;hcr_final;pc_final;pd_final;pcr_final;s_final;t_final;beta_init;sigma_init;gamma_init;hp_init;hcr_init;pc_init;pd_init;pcr_init;s_init;t_init;w1;w2;w3;w4;w5;vw1;vw2;vw3;vw4;vw5;smoothing;optimizer;step_sizee;I_0
0;827.1528125089842;0.4083878337666525;0.8693290518066856;0.2353343408541553;0.04887728604448193;0.5447829709961582;0.028659778430531312;0.2316630629678385;0.3472770090537826;0.7801045362817572;0.8166320390290404;0.015323308919095863;0.7905703787845095;0.13336372878539873;0.11087069626359694;0.27930955102614635;0.01719678545253058;0.3711774940863343;0.0193806639725185;0.8127245437332656;0.7071430908477643;1;1;1;1;1;3.0;3.0;3.0;3.0;3.0;False;LBFGSB;None;20.0
1;839.1199934357242;0.5882910437883276;0.2470519290813366;0.2341487884405226;0.11219862833128827;0.9999331383565436;0.02597317187114331;0.42857798841921596;0.9258244325932128;0.8030854841763253;0.9438677599470744;0.3586543807145461;0.9217110586517254;0.12494097600584872;0.24492487281834766;0.5362689069081354;0.9064844643029848;0.552718494102495;0.015585406037580591;0.7181692563482746;0.6499074024423908;1;1;1;1;1;3.0;3.0;3.0;3.0;3.0;False;LBFGSB;None;20.0
2;839.1199934357242;0.5882910437883276;0.2470519290813366;0.2341487884405226;0.11219862833128827;0.9999331383565436;0.02597317187114331;0.42857798841921596;0.9258244325932128;0.8030854841763253;0.9438677599470744;0.5073777409258527;0.6253639330324314;0.22804920911562285;0.30631573145570096;0.2671177488280393;0.8602531500760395;0.4583855039241545;0.09461002933558167;0.7614962403990726;0.7029540793218012;1;1;1;1;1;3.0;3.0;3.0;3.0;3.0;False;LBFGSB;None;20.0
3;839.1199934357242;0.5882910437883276;0.2470519290813366;0.2341487884405226;0.11219862833128827;0.9999331383565436;0.02597317187114331;0.42857798841921596;0.9258244325932128;0.8030854841763253;0.9438677599470744;0.3472330546767948;0.8107172823173017;0.13292540203022613;0.20843024083510686;0.333521082624352;0.4864023192913579;0.2775374961907518;0.2438699290997519;0.7610796977985366;0.5427746310784287;1;1;1;1;1;3.0;3.0;3.0;3.0;3.0;False;LBFGSB;None;20.0
4;850.0554887063058;1.0;0.1725281346050414;0.5012391941811833;0.01;1.0;0.10779057412228614;0.053734313950547535;0.6779745334082344;0.7606730459256692;0.05520231663446384;0.10314783466286732;0.2663799368875262;0.91822884513198;0.06109290544602108;0.9514355304797384;0.7382569128888412;0.20112663570841488;0.4691987676783295;0.4379251204837761;0.21821355771724327;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;False;LBFGSB;None;1.0411760245465147
5;865.2958047616527;0.5740634285415932;0.21062250925158266;0.2367468732926926;0.045012052963852515;0.3133781279452883;0.06016342156435495;0.054204729771797466;0.2729721926811268;0.7510090163528904;0.9444359360397172;0.3399191812887975;0.7745191209001014;0.11521872798336312;0.30651396190674635;0.3637775329613117;0.0538199925378058;0.0281821532036008;0.08114636359082758;0.7582752826963761;0.6171223962826846;1;1;1;1;1;3.4868277102139538;3.940032653797988;2.010840282327497;1.8137356685091937;2.801974522956;False;LBFGSB;None;1.855287569573284
6;878.3408565070255;0.5344549271818699;0.2235592663512317;0.20831659390895466;0.04874090567233197;0.3775997940001321;0.050264531769273715;0.09922563102409716;0.3242243000597183;0.8243848290263109;0.977846565569282;0.7914933470121251;0.6700544891935711;0.18568055397207375;0.05438946061688005;0.122343155423025;0.2532351745447655;0.2959425120993707;0.10596005209825272;0.8446054518179826;0.8031645271594068;1;1;1;1;1;3.6211665898520176;3.8332617929336457;2.4304713688876323;2.8328705578197573;1.1387779184121989;False;LBFGSB;None;1.855287569573284
7;882.4382655057373;0.6329499464261892;0.22208280281793108;0.2341665606219532;0.12242998652818746;0.9949155952062112;0.011792106010154742;0.8011297333354002;0.7463732068861298;0.7673126618936467;0.9641959452215212;0.8741045504067969;0.4531609504522269;0.1458895914614766;0.7883042336973646;0.7471526635762118;0.9793291611771602;0.8823467322764473;0.5472200294770192;0.8028707107046894;0.5335697700791956;1;1;1;1;1;2.0;2.0;2.0;2.0;2.0;True;LBFGSB;None;6.316764777015285
8;890.9468340531116;0.5528561394619321;0.2352230819503116;0.23380836446373604;0.04772056575742323;0.3748343377724784;0.06949241188687176;0.056214260092444936;0.3718344936430149;0.7138440829373474;0.8813120600995449;0.3808450315321885;0.991814397091758;0.2068375885274736;0.11896822166038508;0.19697309592189013;0.06022957901057791;0.2870649925829044;0.16689832889916836;0.713073054918482;0.6225653136140638;1;1;1;1;1;3.9017434712027748;3.4440052447297855;3.8927968951134537;1.8106983175687152;1.1181272480227036;False;LBFGSB;None;1.855287569573284
9;902.6101670128323;0.5373931999025865;0.2374082571088149;0.2323728469563171;0.035471639738038775;0.3095613590902239;0.043815046563933084;0.06339530436882812;0.17210879009659805;0.7886485742381545;0.8172485756123646;0.2079672199974973;0.3767687737399744;0.14027353962813738;0.03286331219024788;0.02503776857917917;0.32064631277254435;0.4738869360127356;0.032536094670603616;0.8273211070619955;0.6159641390625484;1;1;1;1;1;3.372011457101191;3.712018688519381;2.3641684238338323;3.0337645755258262;1.3878572461936831;False;LBFGSB;None;1.855287569573284
10;902.8683969117683;0.5657185273224641;0.21347235893880648;0.2320696447397313;0.046041417736572894;0.3957547581202628;0.057025299474905825;0.061990291231795676;0.3133058429558709;0.7493155571205481;0.8367200067212605;0.6561251094604211;0.8187074720452936;0.21623755546889176;0.4643439699105035;0.2725049914378814;0.012674444358811687;0.2225627649238463;0.2178499047711178;0.7279416448715894;0.8235702700055493;1;1;1;1;1;3.101963807465648;3.411793241703837;3.8270238302721937;2.148679264323904;1.5434110739204612;False;LBFGSB;None;1.855287569573284
11;903.3019806025025;0.5638205808300211;0.21469211021628293;0.2394843878380795;0.03887711587146104;0.3117057648758235;0.05456554391377407;0.06564617625960127;0.2775088546878161;0.7199842282509201;0.8635426747344948;0.8249886232516659;0.6591020218454982;0.16449322078462153;0.059263086407953976;0.1958380896495626;0.02443622257186505;0.16557084289914514;0.2464525066982031;0.8348909188907327;0.6817893616025024;1;1;1;1;1;3.929243017566208;2.8847154128919117;1.7264510269183386;3.2086270212895966;2.7322685927618164;False;LBFGSB;None;1.855287569573284
12;909.2736580753736;0.5598250942513578;0.22708346236499566;0.2290202968929791;0.05216059326648877;0.3997325552269276;0.05176887833796462;0.08987048135029309;0.3766246278486725;0.7355982828455923;0.9635423593587752;0.11098239014806284;0.49253831745838;0.182191182459476;0.4810985245616385;0.3897766898210439;0.2282375851432817;0.3720985954297184;0.12903314058118245;0.774004915375931;0.5115298982158557;1;1;1;1;1;3.653559452333208;2.889694513505188;3.982314878901474;2.883365156509484;1.2932774864741416;False;LBFGSB;None;1.855287569573284
13;909.3168025841844;0.5458834947705716;0.2254777162240988;0.2185698208804272;0.050247898924326;0.382883762564591;0.0390717337468035;0.0824915806434533;0.2319307889280867;0.7874505435063789;0.9669950704778282;0.20602578556200105;0.3656433667326469;0.1258286539977322;0.11485607600076482;0.07159517256605975;0.3704022397248797;0.0945399616863934;0.0997026705929232;0.7355028534471388;0.6069890217631525;1;1;1;1;1;3.4556732226657387;3.033498183292947;1.9833234403680675;3.4984087358830083;1.246396497492177;False;LBFGSB;None;1.855287569573284
14;909.3177782294141;0.5407278248669222;0.21726647460996426;0.2209393115011386;0.040678140569499706;0.3464067362009846;0.06329987956628631;0.04679866191824835;0.39525191205331;0.7209242503674527;0.8557370118829946;0.33333027270941706;0.5538168433059356;0.19778364766288994;0.38519823375588175;0.37270155509944464;0.24373658542110616;0.26518073862329145;0.2529990750526561;0.7351232843783828;0.7143887555972009;1;1;1;1;1;3.972860025515645;1.9268385093486742;1.845165870298436;2.5115565753620905;3.1040479797055465;False;LBFGSB;None;1.855287569573284
