;beta_final;sigma_final;gamma_final;hp_final;hcr_final;pc_final;pd_final;pcr_final;s_final;t_final;w1;w2;w3;w4;w5;vw1;vw2;vw3;vw4;vw5;smoothing;optimizer;step_sizee;I_0
0;0.4017388285283547;0.8492487993892204;0.27154987790112567;0.014367718407466964;0.05059694915025018;0.02819213372868492;0.04898630181222849;0.10522906032730396;0.7999430830253094;0.9465849301238454;1;1;1;1;1;3;3;3;3;3;False;LBFGSB;None;28.67559607161865
