Date,S,E,I,R,H,C,D
68,966438.985,2684.955,6619.105,23530.595,539.845,115.9,70.615
69,963875.405,2889.51,7088.845,25364.14,580.545,125.02,76.535
70,961129.465,3092.67,7607.535,27330.1,623.07,134.46,82.7
71,958191.81,3404.895,8058.695,29438.845,671.315,145.13,89.31
72,955087.55,3618.025,8645.39,31677.385,718.025,157.45,96.175
73,954902.5,727.875,9254.83,34071.93,770.025,169.09,103.75
74,954706.17,305.935,7229.77,36640.735,823.84,181.62,111.93
75,954551.57,200.82,5421.51,38665.325,844.365,195.04,121.37
76,954436.23,145.885,4037.225,40204.675,837.395,207.82,130.77
77,954350.615,107.75,3010.36,41361.305,810.295,218.845,140.83
78,954286.565,80.25,2240.125,42242.7,772.08,226.69,151.59
79,954239.485,59.165,1666.855,42914.16,727.07,230.125,163.14
80,954203.66,44.915,1240.645,43427.7,678.205,230.275,174.6
81,954177.585,32.905,922.59,43823.595,627.915,229.345,186.065
82,954157.35,24.955,687.65,44129.37,577.7,225.155,197.82
83,954143.24,18.06,512.985,44368.05,528.415,220.42,208.83
84,954132.315,13.575,381.715,44557.265,482.0,213.325,219.805
85,954124.405,9.87,284.435,44707.255,439.135,204.895,230.005
86,954118.175,7.81,211.645,44828.195,398.095,196.145,239.935
87,954113.705,5.62,157.27,44926.56,361.31,186.14,249.395
88,954110.55,3.915,116.945,45007.295,327.1,175.725,258.47
89,954107.995,3.22,86.12,45074.475,296.075,165.15,266.965
90,954106.02,2.495,64.645,45129.96,267.595,154.345,274.94
91,954104.615,1.815,48.52,45177.17,241.58,144.125,282.175
92,954103.55,1.315,35.94,45218.24,217.97,133.54,289.445
93,954102.76,1.04,26.77,45252.925,196.69,124.145,295.67
94,954102.185,0.705,20.015,45284.15,176.85,114.19,301.905
95,954101.695,0.615,14.595,45310.68,159.72,105.195,307.5
96,954101.41,0.365,11.12,45333.975,143.655,96.995,312.48
97,954101.245,0.21,8.415,45354.235,129.115,89.68,317.1
98,954101.075,0.19,6.165,45372.39,116.34,82.51,321.33
99,954100.905,0.205,4.72,45388.875,104.625,75.245,325.425
100,954100.83,0.12,3.32,45403.31,94.205,69.1,329.115
101,954100.785,0.06,2.445,45415.775,85.045,63.295,332.595
102,954100.715,0.075,1.795,45427.55,76.315,57.68,335.87
103,954100.695,0.025,1.39,45437.81,68.51,52.73,338.84
104,954100.655,0.05,1.035,45447.205,61.44,48.125,341.49
105,954100.64,0.025,0.76,45455.665,55.235,43.835,343.84
106,954100.63,0.015,0.56,45463.44,49.43,39.945,345.98
107,954100.615,0.015,0.35,45470.26,44.385,36.33,348.045
108,954100.605,0.015,0.25,45476.405,40.085,32.785,349.855
109,954100.595,0.015,0.18,45482.18,36.075,29.52,351.435
110,954100.595,0.005,0.105,45487.155,32.3,26.865,352.975
111,954100.59,0.005,0.085,45491.57,29.095,24.435,354.22
112,954100.585,0.005,0.05,45495.54,26.19,22.185,355.445
113,954100.585,0.0,0.045,45499.465,23.265,20.0,356.64
114,954100.585,0.0,0.03,45502.825,20.91,18.06,357.59
115,954100.585,0.0,0.025,45505.94,18.78,16.195,358.475
116,954100.585,0.0,0.02,45508.57,16.925,14.61,359.29
117,954100.585,0.0,0.005,45510.93,15.185,13.21,360.085
118,954100.585,0.0,0.005,45513.08,13.825,11.68,360.825
119,954100.585,0.0,0.0,45515.0,12.38,10.665,361.37
120,954100.585,0.0,0.0,45516.625,11.215,9.62,361.955
121,954100.585,0.0,0.0,45518.225,10.125,8.64,362.425
122,954100.585,0.0,0.0,45519.595,9.035,7.98,362.805
123,954100.585,0.0,0.0,45520.81,8.15,7.23,363.225
124,954100.585,0.0,0.0,45521.995,7.395,6.48,363.545
125,954100.585,0.0,0.0,45523.04,6.67,5.925,363.78
126,954100.585,0.0,0.0,45524.03,5.965,5.42,364.0
127,954100.585,0.0,0.0,45524.945,5.375,4.87,364.225
128,954100.585,0.0,0.0,45525.715,4.79,4.505,364.405
129,954100.585,0.0,0.0,45526.475,4.29,4.02,364.63
130,954100.585,0.0,0.0,45527.265,3.865,3.46,364.825
131,954100.585,0.0,0.0,45527.875,3.47,3.085,364.985
132,954100.585,0.0,0.0,45528.39,3.165,2.71,365.15
133,954100.585,0.0,0.0,45528.86,2.865,2.42,365.27
134,954100.585,0.0,0.0,45529.255,2.575,2.17,365.415
135,954100.585,0.0,0.0,45529.57,2.3,2.055,365.49
136,954100.585,0.0,0.0,45529.995,1.985,1.86,365.575
137,954100.585,0.0,0.0,45530.305,1.73,1.7,365.68
138,954100.585,0.0,0.0,45530.525,1.625,1.52,365.745
139,954100.585,0.0,0.0,45530.765,1.46,1.385,365.805
140,954100.585,0.0,0.0,45530.995,1.31,1.22,365.89
141,954100.585,0.0,0.0,45531.175,1.205,1.115,365.92
142,954100.585,0.0,0.0,45531.33,1.14,0.985,365.96
143,954100.585,0.0,0.0,45531.53,0.99,0.88,366.015
144,954100.585,0.0,0.0,45531.665,0.87,0.83,366.05
145,954100.585,0.0,0.0,45531.78,0.785,0.73,366.12
146,954100.585,0.0,0.0,45531.9,0.705,0.65,366.16
147,954100.585,0.0,0.0,45532.025,0.645,0.55,366.195
148,954100.585,0.0,0.0,45532.08,0.595,0.525,366.215
149,954100.585,0.0,0.0,45532.17,0.51,0.495,366.24
150,954100.585,0.0,0.0,45532.225,0.48,0.44,366.27
151,954100.585,0.0,0.0,45532.315,0.445,0.34,366.315
152,954100.585,0.0,0.0,45532.365,0.395,0.335,366.32
153,954100.585,0.0,0.0,45532.43,0.35,0.29,366.345
154,954100.585,0.0,0.0,45532.47,0.33,0.265,366.35
155,954100.585,0.0,0.0,45532.555,0.29,0.21,366.36
156,954100.585,0.0,0.0,45532.61,0.265,0.18,366.36
157,954100.585,0.0,0.0,45532.65,0.225,0.18,366.36
158,954100.585,0.0,0.0,45532.675,0.205,0.16,366.375
159,954100.585,0.0,0.0,45532.695,0.195,0.145,366.38
160,954100.585,0.0,0.0,45532.72,0.175,0.125,366.395
161,954100.585,0.0,0.0,45532.725,0.165,0.12,366.405
162,954100.585,0.0,0.0,45532.76,0.145,0.095,366.415
163,954100.585,0.0,0.0,45532.765,0.135,0.1,366.415
164,954100.585,0.0,0.0,45532.77,0.135,0.09,366.42
165,954100.585,0.0,0.0,45532.8,0.12,0.075,366.42
166,954100.585,0.0,0.0,45532.805,0.11,0.075,366.425
167,954100.585,0.0,0.0,45532.825,0.105,0.06,366.425
168,954100.585,0.0,0.0,45532.835,0.095,0.06,366.425
169,954100.585,0.0,0.0,45532.84,0.09,0.06,366.425
170,954100.585,0.0,0.0,45532.85,0.085,0.045,366.435
171,954100.585,0.0,0.0,45532.86,0.065,0.05,366.44
172,954100.585,0.0,0.0,45532.865,0.06,0.045,366.445
173,954100.585,0.0,0.0,45532.88,0.055,0.035,366.445
174,954100.585,0.0,0.0,45532.885,0.05,0.03,366.45
175,954100.585,0.0,0.0,45532.89,0.05,0.025,366.45
176,954100.585,0.0,0.0,45532.895,0.05,0.015,366.455
177,954100.585,0.0,0.0,45532.9,0.05,0.01,366.455
178,954100.585,0.0,0.0,45532.9,0.05,0.01,366.455
179,954100.585,0.0,0.0,45532.91,0.045,0.005,366.455
180,954100.585,0.0,0.0,45532.915,0.04,0.0,366.46
181,954100.585,0.0,0.0,45532.915,0.035,0.005,366.46
182,954100.585,0.0,0.0,45532.92,0.025,0.01,366.46
183,954100.585,0.0,0.0,45532.92,0.025,0.01,366.46
184,954100.585,0.0,0.0,45532.92,0.025,0.01,366.46
185,954100.585,0.0,0.0,45532.925,0.025,0.005,366.46
186,954100.585,0.0,0.0,45532.925,0.02,0.01,366.46
187,954100.585,0.0,0.0,45532.93,0.015,0.01,366.46
188,954100.585,0.0,0.0,45532.93,0.015,0.01,366.46
189,954100.585,0.0,0.0,45532.93,0.01,0.015,366.46
190,954100.585,0.0,0.0,45532.935,0.005,0.015,366.46
191,954100.585,0.0,0.0,45532.935,0.005,0.01,366.465
192,954100.585,0.0,0.0,45532.935,0.005,0.01,366.465
193,954100.585,0.0,0.0,45532.935,0.005,0.01,366.465
194,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
195,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
196,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
197,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
198,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
199,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
200,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
201,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
202,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
203,954100.585,0.0,0.0,45532.94,0.005,0.005,366.465
204,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
205,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
206,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
207,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
208,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
209,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
210,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
211,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
212,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
213,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
214,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
215,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
216,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
217,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
218,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
219,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
220,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
221,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
222,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
223,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
224,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
225,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
226,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
227,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
228,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
229,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
230,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
231,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
232,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
233,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
234,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
235,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
236,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
237,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
238,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
239,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
240,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
241,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
242,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
243,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
244,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
245,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
246,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
247,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
248,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
249,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
250,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
251,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
252,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
253,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
254,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
255,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
256,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
257,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
258,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
259,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
260,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
261,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
262,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
263,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
264,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
265,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
266,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
267,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
268,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
269,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
270,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
271,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
272,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
273,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
274,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
275,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
276,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
277,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
278,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
279,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
280,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
281,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
282,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
283,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
284,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
285,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
286,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
287,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
288,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
289,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
290,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
291,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
292,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
293,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
294,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
295,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
296,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
297,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
298,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
299,954100.585,0.0,0.0,45532.95,0.0,0.0,366.465
